#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
MYH6	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
KIF1B	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
DSCAML1	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
TCF7L2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
SCN1A	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PPFIA2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
NRG1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
MYO16	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
SLC4A10	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PTEN	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
NR2E1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
NMUR2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MED12	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MAP2K4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
LRFN2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
KCTD1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
KCNQ2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
GABRA1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
DCAF12L2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
CHD4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
AMPH	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
SCN3A	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
MAP2	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
DIP2C	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
PCDH10	23	197	7	213	0.00192583857474	0.00385167714948	3.55257432922	2.71538
NRXN1	23	197	7	213	0.00192583857474	0.00385167714948	3.55257432922	2.71538
PCLO	35	185	15	205	0.00197423889479	0.00394847778959	2.58558558559	2.7046
COL6A3	32	188	13	207	0.00209496210612	0.00418992421224	2.71031096563	2.67882
KIAA1109	29	191	11	209	0.00215053222849	0.00430106445697	2.88481675393	2.66745
VPS13B	40	180	19	201	0.00240655197253	0.00481310394506	2.35087719298	2.6186
FREM2	33	187	14	206	0.00250796194668	0.00501592389335	2.59663865546	2.60068
UNC79	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
PCDH15	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
ZFHX3	30	190	12	208	0.00263935027858	0.00527870055716	2.73684210526	2.5785
MACF1	41	179	20	200	0.00273129193571	0.00546258387142	2.2905027933	2.56363
XKR6	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
UBR3	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
SALL4	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
RAF1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PFKP	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PCDH11X	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PAX3	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
IRX1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
GRIA1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
ERC2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
ADCY1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
ABLIM3	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
EPHA5	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
DIDO1	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
DENND4B	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
CNTNAP2	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
BTBD11	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
DST	51	169	28	192	0.00301952793396	0.00603905586791	2.06931530008	2.52006
SPTA1	38	182	18	202	0.00308730684667	0.00617461369334	2.3431013431	2.51042
PTPRT	31	189	13	207	0.0031759607375	0.00635192147501	2.61172161172	2.49812
WBSCR17	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
PTPRK	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CREBBP	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CNTNAP4	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CNOT1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
ABCC9	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
ABCB1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
RPS6KA2	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
PTCHD2	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
NYAP2	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CTTNBP2	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CHRD	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CDH18	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CACNA2D1	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ARAP1	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ADGRB3	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
DNAH1	35	185	16	204	0.00343776523428	0.00687553046855	2.41216216216	2.46372
UPF1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
TRPC7	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
THOC2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
TGFBR1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SOX9	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SATB2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
RXRG	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PRSS35	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PLCL2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PCDHA6	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PABPC4L	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
OLFM1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
NCAM2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
MARCH4	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
KLHL4	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
KCNQ5	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
KCNB2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
HHIP	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
HCFC1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
FAM214B	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
DNM3	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
DCAF4L2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
ACTA1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
CSMD2	32	188	14	206	0.00375751063413	0.00751502126827	2.50455927052	2.4251
USH2A	40	180	20	200	0.00394906679762	0.00789813359525	2.22222222222	2.40351
UNC80	23	197	8	212	0.00407414656932	0.00814829313864	3.09390862944	2.38996
NFASC	23	197	8	212	0.00407414656932	0.00814829313864	3.09390862944	2.38996
TIAM1	18	202	5	215	0.00436972516793	0.00873945033587	3.83168316832	2.35955
KMT2B	18	202	5	215	0.00436972516793	0.00873945033587	3.83168316832	2.35955
CACNA1D	18	202	5	215	0.00436972516793	0.00873945033587	3.83168316832	2.35955
ASH1L	18	202	5	215	0.00436972516793	0.00873945033587	3.83168316832	2.35955
LRP1B	41	179	21	199	0.00441129796459	0.00882259592917	2.17052407555	2.35543
COL27A1	30	190	13	207	0.00476332188569	0.00952664377138	2.51417004049	2.32209
COL11A1	21	199	7	213	0.00497075861036	0.00994151722072	3.21105527638	2.30358
TRRAP	16	204	4	216	0.00501799873732	0.0100359974746	4.23529411765	2.29947
GREB1L	16	204	4	216	0.00501799873732	0.0100359974746	4.23529411765	2.29947
EYS	16	204	4	216	0.00501799873732	0.0100359974746	4.23529411765	2.29947
CCDC88A	16	204	4	216	0.00501799873732	0.0100359974746	4.23529411765	2.29947
COL6A6	27	193	11	209	0.00504515080765	0.0100903016153	2.65803108808	2.29713
SOGA3	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
SLC32A1	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
RASA1	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
PYGB	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
NOL4	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
HTR1B	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
FGFR2	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
DHX30	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
CLEC16A	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
CHN1	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
ARHGAP42	10	210	1	219	0.00538005960069	0.0107601192014	10.4285714286	2.26921
SMARCA4	14	206	3	217	0.00556139074564	0.0111227814913	4.91585760518	2.25482
SHANK1	14	206	3	217	0.00556139074564	0.0111227814913	4.91585760518	2.25482
SEZ6L	14	206	3	217	0.00556139074564	0.0111227814913	4.91585760518	2.25482
PDGFRA	14	206	3	217	0.00556139074564	0.0111227814913	4.91585760518	2.25482
CNTN1	14	206	3	217	0.00556139074564	0.0111227814913	4.91585760518	2.25482
RIMS2	31	189	14	206	0.00556960056413	0.0111392011283	2.4134542706	2.25418
MYH2	31	189	14	206	0.00556960056413	0.0111392011283	2.4134542706	2.25418
KMT2D	31	189	14	206	0.00556960056413	0.0111392011283	2.4134542706	2.25418
SNX13	12	208	2	218	0.00580378214179	0.0116075642836	6.28846153846	2.23629
MAP4K4	12	208	2	218	0.00580378214179	0.0116075642836	6.28846153846	2.23629
MAGI2	12	208	2	218	0.00580378214179	0.0116075642836	6.28846153846	2.23629
LRRTM1	12	208	2	218	0.00580378214179	0.0116075642836	6.28846153846	2.23629
LCT	12	208	2	218	0.00580378214179	0.0116075642836	6.28846153846	2.23629
ADGRV1	49	171	28	192	0.00587728035404	0.0117545607081	1.9649122807	2.23082
CSMD1	44	176	24	196	0.00590448027614	0.0118089605523	2.04166666667	2.22882
TENM3	19	201	6	214	0.00600508803691	0.0120101760738	3.37147595357	2.22148
PTPRS	19	201	6	214	0.00600508803691	0.0120101760738	3.37147595357	2.22148
HERC2	28	192	12	208	0.0060228852091	0.0120457704182	2.52777777778	2.2202
SCN5A	25	195	10	210	0.00632797906888	0.0126559581378	2.69230769231	2.19873
MYH14	25	195	10	210	0.00632797906888	0.0126559581378	2.69230769231	2.19873
MYO3A	22	198	8	212	0.00637435512917	0.0127487102583	2.94444444444	2.19556
MYH8	22	198	8	212	0.00637435512917	0.0127487102583	2.94444444444	2.19556
ATP10A	22	198	8	212	0.00637435512917	0.0127487102583	2.94444444444	2.19556
BIRC6	32	188	15	205	0.0064232145007	0.0128464290014	2.32624113475	2.19225
SPTBN1	17	203	5	215	0.00715973724112	0.0143194744822	3.60098522167	2.1451
PTPRQ	17	203	5	215	0.00715973724112	0.0143194744822	3.60098522167	2.1451
PLXNA1	17	203	5	215	0.00715973724112	0.0143194744822	3.60098522167	2.1451
DPYD	17	203	5	215	0.00715973724112	0.0143194744822	3.60098522167	2.1451
HMCN1	37	183	19	201	0.00722800823606	0.0144560164721	2.13891285591	2.14098
ZIC3	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
XPR1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
XPNPEP3	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
XKR4	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
TXLNB	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
SYCP2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
SLITRK4	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
SLC6A17	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
SLC1A6	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
SLC12A6	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
SF3B1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
RAPGEF1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
PTGER3	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
PLCB3	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
PIWIL1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
PHEX	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
PDE2A	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
PCDH20	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
OTC	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
NT5C2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
NRBP1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
NRAS	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
NPTX2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
NEFM	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
MAP2K7	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
KCNG2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
IL1RAPL1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
HCN1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
GRIN2B	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
GRIA4	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
GPSM2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
GIPC3	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
DDX23	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
CTNND2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
CAPZB	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
CAMK1D	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
BRINP2	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
BANP	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
ATL1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
AKT1	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
ACVR2B	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
ABCF3	7	213	0	220	0.00744304744882	0.0148860948976	inf	2.12825
APC	26	194	11	209	0.00759656620142	0.0151931324028	2.54639175258	2.11938
ROBO2	23	197	9	211	0.00790970216301	0.015819404326	2.73716864072	2.10184
CHD7	23	197	9	211	0.00790970216301	0.015819404326	2.73716864072	2.10184
RELN	38	182	20	200	0.00801206318654	0.0160241263731	2.08791208791	2.09626
FN1	30	190	14	206	0.00816481006037	0.0163296201207	2.32330827068	2.08805
PCDHA7	43	177	24	196	0.00822600165581	0.0164520033116	1.98399246704	2.08481
TANC2	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
NOTCH3	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
MYH7	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
ITPR2	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
HYDIN	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
DYSF	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
BTAF1	15	205	4	216	0.00837761849374	0.0167552369875	3.9512195122	2.07688
TRPC5	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
TRPC3	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
SEMA5B	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
NRXN3	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
KSR2	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
KIAA0430	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
EPHA7	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
DICER1	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
CUX2	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
COL2A1	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
BNC2	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
ARHGAP35	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
ADCY8	13	207	3	217	0.00952178099244	0.0190435619849	4.54267310789	2.02128
GRIN2A	18	202	6	214	0.00957618654671	0.0191523730934	3.17821782178	2.01881
DOPEY1	18	202	6	214	0.00957618654671	0.0191523730934	3.17821782178	2.01881
ADGRL3	18	202	6	214	0.00957618654671	0.0191523730934	3.17821782178	2.01881
XIRP2	21	199	8	212	0.00984971211575	0.0196994242315	2.79648241206	2.00658
MYH9	21	199	8	212	0.00984971211575	0.0196994242315	2.79648241206	2.00658
CADPS	21	199	8	212	0.00984971211575	0.0196994242315	2.79648241206	2.00658
ADGRL1	21	199	8	212	0.00984971211575	0.0196994242315	2.79648241206	2.00658
WNK3	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
SLC4A7	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
SLC12A5	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
SEMA3C	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
PTK2	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
PTBP2	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
PLCG1	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
PCSK1	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
PAXBP1	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
OTUD7A	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
OLFML2A	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
NLGN4X	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
MYO5A	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
MME	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
KIT	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
JAKMIP1	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
ENC1	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
DGKI	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
CYFIP2	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
CRMP1	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
CDH6	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
CASR	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
CACNA2D2	9	211	1	219	0.0100511221052	0.0201022442103	9.34123222749	1.99779
ZNF804A	11	209	2	218	0.0102926786085	0.020585357217	5.73684210526	1.98747
ZMYND8	11	209	2	218	0.0102926786085	0.020585357217	5.73684210526	1.98747
ZFYVE28	11	209	2	218	0.0102926786085	0.020585357217	5.73684210526	1.98747
USP48	11	209	2	218	0.0102926786085	0.020585357217	5.73684210526	1.98747
