#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
MAP2	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
DST	49	171	22	198	0.000337036959085	0.000674073918171	2.57894736842	3.47232
CACNA1H	33	187	11	209	0.000344581509725	0.000689163019449	3.35294117647	3.46271
KMT2D	36	184	13	207	0.00035851294526	0.00071702589052	3.11538461538	3.4455
TUBA3C	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
SCN1A	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
PHIP	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
NRXN2	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
GABRA5	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
STAG1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SMC1A	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
GRIA2	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
CDH10	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
ARHGAP36	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
ERICH6B	44	176	19	201	0.000484927461714	0.000969854923428	2.64473684211	3.31432
SSPO	56	164	28	192	0.000488858541221	0.000977717082441	2.34146341463	3.31082
MXRA5	29	191	9	211	0.000508535659711	0.00101707131942	3.55962769052	3.29368
COL27A1	29	191	9	211	0.000508535659711	0.00101707131942	3.55962769052	3.29368
CDHR3	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
UNC80	22	198	5	215	0.000539840953526	0.00107968190705	4.77777777778	3.26773
VPS13B	35	185	13	207	0.00056558713688	0.00113117427376	3.01247401247	3.2475
PTPRS	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
COL11A1	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
CFAP47	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
SCN2A	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
KIF1B	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
CNTNAP4	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
CDH2	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
BRWD3	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
SCN5A	27	193	8	212	0.000607033709279	0.00121406741856	3.70725388601	3.21679
DCHS2	42	178	18	202	0.000624545857702	0.0012490917154	2.64794007491	3.20444
PCDHA7	46	174	21	199	0.000659159033601	0.0013183180672	2.50519978106	3.18101
KIAA1109	30	190	10	210	0.00067851420055	0.0013570284011	3.31578947368	3.16844
COL6A6	30	190	10	210	0.00067851420055	0.0013570284011	3.31578947368	3.16844
AR	36	184	14	206	0.000701429924989	0.00140285984998	2.87888198758	3.15402
CSMD1	43	177	19	201	0.0007339286704	0.0014678573408	2.57002676182	3.13435
ADGRV1	47	173	22	198	0.000757545899915	0.00151509179983	2.4450867052	3.12059
PCDHGA5	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
ATP2B2	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
APBA2	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
ADGRB3	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
ROBO2	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
ITPR1	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
ACAN	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
ZNF814	28	192	9	211	0.000825233804456	0.00165046760891	3.41898148148	3.08342
SALL1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PDE2A	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
OR5H6	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
NEFM	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
LRFN2	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KSR2	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KCNQ5	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KCNH1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KCNA1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
GRM7	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CYP7B1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
ZNF804A	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
UNC79	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
RIMS1	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
PCDH15	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
SEZ6L	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
PCDHGA8	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
PCDH11X	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
NYAP2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
NRG1	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
KCNA5	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
GRIN2A	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
FAM179A	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
F8	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
SCN3A	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
PCDHA6	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
TMEM132D	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
PRRC2B	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
NCOR1	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
DPYD	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
DIP2C	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
PTPRT	29	191	10	210	0.00108331915823	0.00216663831647	3.18848167539	2.96524
FRY	29	191	10	210	0.00108331915823	0.00216663831647	3.18848167539	2.96524
HYDIN	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
NEB	43	177	20	200	0.00126928126908	0.00253856253815	2.42937853107	2.89644
EYS	27	193	9	211	0.00132567097926	0.00265134195853	3.27979274611	2.87756
MACF1	40	180	18	202	0.0014154091302	0.0028308182604	2.49382716049	2.84912
CCDC168	40	180	18	202	0.0014154091302	0.0028308182604	2.49382716049	2.84912
TNXB	44	176	21	199	0.00145014054758	0.00290028109516	2.36904761905	2.83859
RAF1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
PRKD1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
NEK10	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
MAGI2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
IRX1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
GRM2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
GABBR2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ERC2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ARAP1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
MYH6	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
LCT	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
LAMA4	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
DENND2C	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
PREX2	25	195	8	212	0.00160703088693	0.00321406177387	3.39743589744	2.79398
NFASC	25	195	8	212	0.00160703088693	0.00321406177387	3.39743589744	2.79398
APC	28	192	10	210	0.00171198860974	0.00342397721948	3.0625	2.7665
MYO16	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
CNTNAP2	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
AK9	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
SETBP1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PPFIA2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PCDHA3	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PCDH9	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PARP14	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
GRIK3	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
FLT4	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
FAM47B	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
DPP6	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
DENND5B	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
CHL1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
CDH18	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
ADGRB2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
TRPC7	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
TMC5	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
ST6GAL2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
SSTR4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
SLC8A2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
SLC4A10	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PTEN	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PRSS35	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PDZRN4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
NR2E1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
NCAM2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MED12	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MARCH4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MAP2K7	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MAP2K4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MAP1S	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
GABRA1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
FAM214B	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
DNM3	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
DHX30	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
CHST2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
CHD4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
TRRAP	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
SMARCA4	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
PCDHA12	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
MYH9	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
CADPS	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
TEX15	23	197	7	213	0.00192583857474	0.00385167714948	3.55257432922	2.71538
NRXN1	23	197	7	213	0.00192583857474	0.00385167714948	3.55257432922	2.71538
DNAH8	35	185	15	205	0.00197423889479	0.00394847778959	2.58558558559	2.7046
COL6A3	32	188	13	207	0.00209496210612	0.00418992421224	2.71031096563	2.67882
ADAMTS16	26	194	9	211	0.00210728161827	0.00421456323653	3.14203894616	2.67628
MYH2	29	191	11	209	0.00215053222849	0.00430106445697	2.88481675393	2.66745
TIAM1	21	199	6	214	0.00227440871871	0.00454881743742	3.76381909548	2.64313
THSD7B	21	199	6	214	0.00227440871871	0.00454881743742	3.76381909548	2.64313
USH2A	49	171	26	194	0.00252230572216	0.00504461144433	2.13810166442	2.5982
MYH14	24	196	8	212	0.00257327698918	0.00514655397836	3.24489795918	2.58951
WDR17	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
TNR	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
TENM3	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
TDRD15	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
PTPRZ1	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
PLXNA1	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
OTOGL	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
ADGB	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
DNAH7	30	190	12	208	0.00263935027858	0.00527870055716	2.73684210526	2.5785
KMT2B	27	193	10	210	0.00267685135124	0.00535370270248	2.9378238342	2.57238
DIDO1	27	193	10	210	0.00267685135124	0.00535370270248	2.9378238342	2.57238
MDN1	37	183	17	203	0.00269088007822	0.00538176015644	2.41433622629	2.57011
XKR6	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
UGT3A2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
TRPC5	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
SMAD3	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
SIN3A	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PNPLA8	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PFKP	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PCDHB15	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PCDH18	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
OXR1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
NPAS4	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
NMUR2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
LRRTM1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
KIAA1804	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
KCNQ2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
GRIA1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
EPHB1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
CASR	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
CACNA2D2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
ADCY1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
ABLIM3	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PKHD1	34	186	15	205	0.00295621785806	0.00591243571612	2.4982078853	2.52926
RTL1	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
EPHA5	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
BTBD11	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
ADAMTS13	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
HMCN1	42	178	21	199	0.00307384059045	0.00614768118091	2.23595505618	2.51232
TAF1L	22	198	7	213	0.00311210965592	0.00622421931185	3.38095238095	2.50695
CEP192	22	198	7	213	0.00311210965592	0.00622421931185	3.38095238095	2.50695
ASH1L	22	198	7	213	0.00311210965592	0.00622421931185	3.38095238095	2.50695
MYO3A	31	189	13	207	0.0031759607375	0.00635192147501	2.61172161172	2.49812
HERC2	31	189	13	207	0.0031759607375	0.00635192147501	2.61172161172	2.49812
WBSCR17	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
UGGT2	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
SORCS1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
SEMA5B	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
RNF145	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
PTPRK	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
PCDHGA4	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
JPH3	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
EVC2	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
DYNC1H1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CUX2	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CNTN1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CNOT1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CD109	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
BICC1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
ABCC9	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
TRHDE	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
SH3RF3	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
PYGB	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
PDGFRA	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
PCDHGB4	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
KIF4B	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
KIAA0430	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
KCNQ3	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
IRS4	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
DOCK3	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CYLC1	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CACNA2D1	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ARHGAP22	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ADCY8	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
KIF26B	28	192	11	209	0.00331223812267	0.00662447624534	2.77083333333	2.47988
FAT2	35	185	16	204	0.00343776523428	0.00687553046855	2.41216216216	2.46372
AHNAK	35	185	16	204	0.00343776523428	0.00687553046855	2.41216216216	2.46372
ZNF735	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
ZNF583	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
XKR4	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
VSTM2A	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
UPF1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
UHRF1BP1L	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
THOC2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
TGFBR1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
ST8SIA4	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SOX9	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SLITRK4	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SLC12A5	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
RXRG	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
POLH	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PLCL2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
OTC	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
OR5L2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
