#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
LRP2	96	360	22	434	5.28588415466e-14	1.05717683093e-13	5.26060606061	13.2769
NEB	116	340	34	422	6.8735026241e-14	1.37470052482e-13	4.23460207612	13.1628
PCDH15	69	387	9	447	8.19011835621e-14	1.63802367124e-13	8.85529715762	13.0867
RIMS1	50	406	2	454	8.23255426266e-14	1.64651085253e-13	27.9556650246	13.0845
ASH1L	64	392	7	449	9.37133331894e-14	1.87426666379e-13	10.472303207	13.0282
TRRAP	56	400	4	452	9.54066611586e-14	1.90813322317e-13	15.82	13.0204
ATRX	53	403	3	453	9.69675132329e-14	1.93935026466e-13	19.858560794	13.0134
TENM1	61	395	6	450	1.2807887112e-13	2.56157742241e-13	11.582278481	12.8925
DNAH8	83	373	16	440	1.42060335668e-13	2.84120671337e-13	6.11930294906	12.8475
ATM	81	375	15	441	1.42881370469e-13	2.85762740938e-13	6.3504	12.845
PTPRS	49	407	2	454	1.67591329515e-13	3.3518265903e-13	27.3292383292	12.7757
BRINP3	41	415	0	456	1.77415938893e-13	3.54831877785e-13	inf	12.751
KIAA1109	70	386	10	446	1.8629709737e-13	3.7259419474e-13	8.08808290155	12.7298
FAT3	109	347	31	425	2.21867408559e-13	4.43734817118e-13	4.30649809426	12.6539
CHD4	45	411	1	455	2.23842321918e-13	4.47684643836e-13	49.8175182482	12.6501
ANK2	88	368	19	437	2.25114162423e-13	4.50228324846e-13	5.5	12.6476
ZC3H13	76	380	13	443	2.50211789266e-13	5.00423578532e-13	6.81538461538	12.6017
COL12A1	78	378	14	442	2.59568612762e-13	5.19137225525e-13	6.51473922902	12.5857
SYCP2	57	399	5	451	3.20441643332e-13	6.40883286663e-13	12.8857142857	12.4943
PCDH9	57	399	5	451	3.20441643332e-13	6.40883286663e-13	12.8857142857	12.4943
ROBO1	62	394	7	449	3.49802748918e-13	6.99605497836e-13	10.0935460479	12.4562
MYCBP2	73	383	12	444	4.36800563995e-13	8.7360112799e-13	7.05221932115	12.3597
HECTD4	64	392	8	448	4.57021945659e-13	9.14043891318e-13	9.14285714286	12.3401
SACS	94	362	23	433	4.77101422952e-13	9.54202845903e-13	4.88854191689	12.3214
RNF43	61	395	7	449	6.72906673933e-13	1.34581334786e-12	9.90560578662	12.172
ARID1A	61	395	7	449	6.72906673933e-13	1.34581334786e-12	9.90560578662	12.172
ERBB4	47	409	2	454	6.90254061093e-13	1.38050812219e-12	26.0855745721	12.161
PCDH11X	50	406	3	453	7.81769385149e-13	1.5635387703e-12	18.5960591133	12.1069
USP9X	43	413	1	455	9.47873142501e-13	1.895746285e-12	47.3728813559	12.0232
EVC2	49	407	3	453	1.56026584869e-12	3.12053169739e-12	18.1793611794	11.8068
GRM5	38	418	0	456	1.62790526503e-12	3.25581053006e-12	inf	11.7884
NRXN1	62	394	8	448	1.65558529285e-12	3.3111705857e-12	8.81218274112	11.781
USH2A	113	343	36	420	1.93225576075e-12	3.86451152149e-12	3.84353741497	11.7139
BRWD3	42	414	1	455	1.94540836973e-12	3.89081673946e-12	46.1594202899	11.711
DOCK3	54	402	5	451	2.38970084281e-12	4.77940168562e-12	12.1164179104	11.6217
SRCAP	59	397	7	449	2.46813206822e-12	4.93626413644e-12	9.5325656711	11.6076
DCC	45	411	2	454	2.81916301677e-12	5.63832603355e-12	24.8540145985	11.5499
BMPR2	45	411	2	454	2.81916301677e-12	5.63832603355e-12	24.8540145985	11.5499
ASPM	74	382	14	442	2.92557246254e-12	5.85114492508e-12	6.11593118923	11.5338
DST	111	345	36	420	5.50486811309e-12	1.10097362262e-11	3.75362318841	11.2593
PAPPA	44	412	2	454	5.67905523877e-12	1.13581104775e-11	24.2427184466	11.2457
ACVR2A	36	420	0	456	7.09051815913e-12	1.41810363183e-11	inf	11.1493
SHANK1	40	416	1	455	8.15089765412e-12	1.63017953082e-11	43.75	11.0888
ADGRV1	111	345	37	419	1.22172834401e-11	2.44345668801e-11	3.64347826087	10.913
DSCAML1	54	402	6	450	1.28585757449e-11	2.57171514897e-11	10.0746268657	10.8908
CACNA1A	54	402	6	450	1.28585757449e-11	2.57171514897e-11	10.0746268657	10.8908
CDH2	35	421	0	456	1.47705093243e-11	2.95410186487e-11	inf	10.8306
GRIK2	39	417	1	455	1.66387825004e-11	3.32775650008e-11	42.5539568345	10.7789
BNC2	48	408	4	452	2.16618840924e-11	4.33237681848e-11	13.2941176471	10.6643
UNC79	60	396	9	447	2.45049488333e-11	4.90098976666e-11	7.52525252525	10.6107
ROBO2	60	396	9	447	2.45049488333e-11	4.90098976666e-11	7.52525252525	10.6107
SPTA1	92	364	26	430	2.52637817756e-11	5.05275635513e-11	4.18005071851	10.5975
KCNB1	34	422	0	456	3.07310596843e-11	6.14621193687e-11	inf	10.5124
UNC13C	68	388	13	443	3.14599446831e-11	6.29198893663e-11	5.97224425059	10.5022
DNAH11	109	347	37	419	3.37557561811e-11	6.75115123622e-11	3.55720850534	10.4717
PCDH18	38	418	1	455	3.39028966065e-11	6.78057932129e-11	41.3636363636	10.4698
GCN1	57	399	8	448	3.91403084331e-11	7.82806168663e-11	8.0	10.4074
SCN2A	47	409	4	452	4.21680299179e-11	8.43360598358e-11	12.9853300733	10.375
ABCA13	110	346	38	418	4.38761136239e-11	8.77522272478e-11	3.49710982659	10.3578
FOLH1	41	415	2	454	4.5810517675e-11	9.16210353501e-11	22.4265060241	10.339
SCN1A	52	404	6	450	4.67200868509e-11	9.34401737018e-11	9.65346534653	10.3305
KMT2D	82	374	21	435	5.44591016038e-11	1.08918203208e-10	4.54163483575	10.2639
FLG	138	318	58	398	5.96483551104e-11	1.19296710221e-10	2.97787898504	10.2244
LARP4B	37	419	1	455	6.89509182302e-11	1.3790183646e-10	40.1789976134	10.1615
KCNH1	37	419	1	455	6.89509182302e-11	1.3790183646e-10	40.1789976134	10.1615
DCHS2	85	371	23	433	7.05612244059e-11	1.41122448812e-10	4.313254424	10.1514
RIMS2	56	400	8	448	7.29605321941e-11	1.45921064388e-10	7.84	10.1369
NIPBL	56	400	8	448	7.29605321941e-11	1.45921064388e-10	7.84	10.1369
SAMD9	46	410	4	452	8.18534533095e-11	1.63706906619e-10	12.6780487805	10.087
CFAP47	46	410	4	452	8.18534533095e-11	1.63706906619e-10	12.6780487805	10.087
NAV3	58	398	9	447	8.39203539347e-11	1.67840707869e-10	7.2378559464	10.0761
VPS13B	93	363	28	428	8.53318946485e-11	1.70663789297e-10	3.91617473436	10.0689
MTOR	51	405	6	450	8.86358327986e-11	1.77271665597e-10	9.44444444444	10.0524
FLNA	51	405	6	450	8.86358327986e-11	1.77271665597e-10	9.44444444444	10.0524
PDS5B	40	416	2	454	9.14559304998e-11	1.82911861e-10	21.8269230769	10.0388
EPHA5	40	416	2	454	9.14559304998e-11	1.82911861e-10	21.8269230769	10.0388
AFF2	40	416	2	454	9.14559304998e-11	1.82911861e-10	21.8269230769	10.0388
COL5A1	60	396	10	446	9.24883189743e-11	1.84976637949e-10	6.75757575758	10.0339
UBR5	43	413	3	453	9.36317051395e-11	1.87263410279e-10	15.7215496368	10.0286
TRIP12	43	413	3	453	9.36317051395e-11	1.87263410279e-10	15.7215496368	10.0286
CTTNBP2	43	413	3	453	9.36317051395e-11	1.87263410279e-10	15.7215496368	10.0286
CSMD2	81	375	21	435	9.40197636979e-11	1.88039527396e-10	4.47428571429	10.0268
CEP290	62	394	11	445	9.8320616544e-11	1.96641233088e-10	6.36594370097	10.0074
DNAH6	64	392	12	444	1.01347604863e-10	2.02695209726e-10	6.04081632653	9.99419
HMCN1	102	354	34	422	1.11974852734e-10	2.23949705468e-10	3.57627118644	9.95088
TECTA	53	403	7	449	1.13056953042e-10	2.26113906084e-10	8.43566111308	9.9467
ZBTB20	32	424	0	456	1.32538746638e-10	2.65077493276e-10	inf	9.87766
MED12	32	424	0	456	1.32538746638e-10	2.65077493276e-10	inf	9.87766
ATP10A	55	401	8	448	1.35540597108e-10	2.71081194216e-10	7.68079800499	9.86793
ZFHX3	71	385	16	440	1.59081184798e-10	3.18162369596e-10	5.07142857143	9.79838
DYNC1H1	50	406	6	450	1.67615009276e-10	3.35230018553e-10	9.23645320197	9.77569
CHD8	59	397	10	446	1.68862583667e-10	3.37725167334e-10	6.6282115869	9.77247
LRRK2	63	393	12	444	1.82381682898e-10	3.64763365795e-10	5.93129770992	9.73902
RALGAPB	42	414	3	453	1.83593355393e-10	3.67186710785e-10	15.3188405797	9.73614
F8	42	414	3	453	1.83593355393e-10	3.67186710785e-10	15.3188405797	9.73614
ACACA	42	414	3	453	1.83593355393e-10	3.67186710785e-10	15.3188405797	9.73614
ERC2	31	425	0	456	2.74745025384e-10	5.49490050768e-10	inf	9.56107
WHSC1L1	35	421	1	455	2.83570200107e-10	5.67140400215e-10	37.8266033254	9.54734
GRIA2	35	421	1	455	2.83570200107e-10	5.67140400215e-10	37.8266033254	9.54734
MACF1	68	388	15	441	2.98536957457e-10	5.97073914913e-10	5.15257731959	9.525
COL11A1	68	388	15	441	2.98536957457e-10	5.97073914913e-10	5.15257731959	9.525
MYO16	44	412	4	452	3.05731893872e-10	6.11463787744e-10	12.067961165	9.51466
CNOT1	44	412	4	452	3.05731893872e-10	6.11463787744e-10	12.067961165	9.51466
SPAG17	58	398	10	446	3.07185604678e-10	6.14371209355e-10	6.49949748744	9.5126
SDK2	49	407	6	450	3.15926204136e-10	6.31852408273e-10	9.02948402948	9.50041
PXDN	49	407	6	450	3.15926204136e-10	6.31852408273e-10	9.02948402948	9.50041
NCKAP5	49	407	6	450	3.15926204136e-10	6.31852408273e-10	9.02948402948	9.50041
DNAH10	82	374	23	433	3.48831720606e-10	6.97663441213e-10	4.12764473378	9.45738
TMEM132B	41	415	3	453	3.59007734633e-10	7.18015469266e-10	14.9180722892	9.4449
IGSF9B	41	415	3	453	3.59007734633e-10	7.18015469266e-10	14.9180722892	9.4449
CTNNA2	41	415	3	453	3.59007734633e-10	7.18015469266e-10	14.9180722892	9.4449
UBR3	38	418	2	454	3.61921064621e-10	7.23842129242e-10	20.6363636364	9.44139
TRPC4	38	418	2	454	3.61921064621e-10	7.23842129242e-10	20.6363636364	9.44139
SALL4	38	418	2	454	3.61921064621e-10	7.23842129242e-10	20.6363636364	9.44139
ZNF423	46	410	5	451	4.46959348513e-10	8.93918697026e-10	10.12	9.34973
PLXNA1	46	410	5	451	4.46959348513e-10	8.93918697026e-10	10.12	9.34973
NUP205	46	410	5	451	4.46959348513e-10	8.93918697026e-10	10.12	9.34973
DLG2	46	410	5	451	4.46959348513e-10	8.93918697026e-10	10.12	9.34973
FNDC1	55	401	9	447	5.17974327139e-10	1.03594865428e-09	6.81213632585	9.28569
SLC12A5	30	426	0	456	5.68838291992e-10	1.13767658398e-09	inf	9.24501
KCNA4	30	426	0	456	5.68838291992e-10	1.13767658398e-09	inf	9.24501
DROSHA	30	426	0	456	5.68838291992e-10	1.13767658398e-09	inf	9.24501
VPS13C	63	393	13	443	5.75085291836e-10	1.15017058367e-09	5.46271285966	9.24027
TENM3	59	397	11	445	5.78506367017e-10	1.15701273403e-09	6.01213647813	9.23769
DMXL2	59	397	11	445	5.78506367017e-10	1.15701273403e-09	6.01213647813	9.23769
CREBBP	59	397	11	445	5.78506367017e-10	1.15701273403e-09	6.01213647813	9.23769
FLNC	61	395	12	444	5.84013903647e-10	1.16802780729e-09	5.71392405063	9.23358
YLPM1	43	413	4	452	5.88213017905e-10	1.17642603581e-09	11.7651331719	9.23047
ITPR2	43	413	4	452	5.88213017905e-10	1.17642603581e-09	11.7651331719	9.23047
CNTNAP5	43	413	4	452	5.88213017905e-10	1.17642603581e-09	11.7651331719	9.23047
CNTN6	48	408	6	450	5.9346773737e-10	1.18693547474e-09	8.82352941176	9.2266
FMN2	72	384	18	438	6.9464728474e-10	1.38929456948e-09	4.5625	9.15824
PTPRK	40	416	3	453	7.0006143483e-10	1.40012286966e-09	14.5192307692	9.15486
CDH9	40	416	3	453	7.0006143483e-10	1.40012286966e-09	14.5192307692	9.15486
BCL9L	40	416	3	453	7.0006143483e-10	1.40012286966e-09	14.5192307692	9.15486
ASCC3	37	419	2	454	7.17339318269e-10	1.43467863654e-09	20.0453460621	9.14428
ARFGEF1	37	419	2	454	7.17339318269e-10	1.43467863654e-09	20.0453460621	9.14428
EYS	77	379	21	435	8.03458812898e-10	1.6069176258e-09	4.20844327177	9.09504
PCDHB8	45	411	5	451	8.47598664174e-10	1.69519732835e-09	9.87591240876	9.07181
MAP1B	45	411	5	451	8.47598664174e-10	1.69519732835e-09	9.87591240876	9.07181
CACNA1D	45	411	5	451	8.47598664174e-10	1.69519732835e-09	9.87591240876	9.07181
ZNF536	52	404	8	448	8.50810908655e-10	1.70162181731e-09	7.20792079208	9.07017
DOCK2	54	402	9	447	9.43217803069e-10	1.88643560614e-09	6.67164179104	9.02539
ABCA12	54	402	9	447	9.43217803069e-10	1.88643560614e-09	6.67164179104	9.02539
MXRA5	62	394	13	443	1.01662767447e-09	2.03325534895e-09	5.36235845373	8.99284
SCN9A	73	383	19	437	1.05654633147e-09	2.11309266295e-09	4.38381201044	8.97611
DNAH7	88	368	28	428	1.09690727663e-09	2.19381455326e-09	3.65527950311	8.95983
CR1	160	296	80	376	1.09913195066e-09	2.19826390132e-09	2.54054054054	8.95895
PCDHA2	42	414	4	452	1.12819068305e-09	2.2563813661e-09	11.4637681159	8.94762
HCFC1	33	423	1	455	1.15710067989e-09	2.31420135977e-09	35.4964539007	8.93663
CTNNB1	33	423	1	455	1.15710067989e-09	2.31420135977e-09	35.4964539007	8.93663
SULF1	29	427	0	456	1.17630962958e-09	2.35261925915e-09	inf	8.92948
SF3B1	29	427	0	456	1.17630962958e-09	2.35261925915e-09	inf	8.92948
NLGN4X	29	427	0	456	1.17630962958e-09	2.35261925915e-09	inf	8.92948
KDM3B	29	427	0	456	1.17630962958e-09	2.35261925915e-09	inf	8.92948
GRIA4	29	427	0	456	1.17630962958e-09	2.35261925915e-09	inf	8.92948
HYDIN	112	344	44	412	1.18031816438e-09	2.36063632877e-09	3.04862579281	8.928
SYNE2	94	362	32	424	1.26811683175e-09	2.5362336635e-09	3.44060773481	8.89684
MKI67	69	387	17	439	1.33175891901e-09	2.66351783802e-09	4.60419516644	8.87557
ACAN	49	407	7	449	1.35410456816e-09	2.70820913631e-09	7.72235872236	8.86835
PPFIA2	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
PHF20L1	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
PCDH19	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
KIAA0430	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
HDAC9	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
DOCK11	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
DLGAP2	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
CDH18	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
RELN	67	389	16	440	1.46761708489e-09	2.93523416979e-09	4.73650385604	8.83339
ADGRG4	51	405	8	448	1.5580831782e-09	3.1161663564e-09	7.05185185185	8.80741
RIMBP2	44	412	5	451	1.60200638526e-09	3.20401277053e-09	9.63300970874	8.79534
PREX2	44	412	5	451	1.60200638526e-09	3.20401277053e-09	9.63300970874	8.79534
CUX2	44	412	5	451	1.60200638526e-09	3.20401277053e-09	9.63300970874	8.79534
TCHH	72	384	19	437	1.80049253936e-09	3.60098507871e-09	4.3125	8.74461
FRYL	55	401	10	446	1.80814698619e-09	3.61629397237e-09	6.11720698254	8.74277
CACNA1H	59	397	12	444	1.84141252808e-09	3.68282505615e-09	5.49874055416	8.73485
GLI3	57	399	11	445	1.849948996e-09	3.69989799201e-09	5.77922077922	8.73284
MUC2	111	345	44	412	1.86950093756e-09	3.73900187513e-09	3.01264822134	8.72827
HERC2	82	374	25	431	1.95069039351e-09	3.90138078702e-09	3.77989304813	8.70981
ZNF292	46	410	6	450	2.07254988192e-09	4.14509976383e-09	8.41463414634	8.6835
STAB1	46	410	6	450	2.07254988192e-09	4.14509976383e-09	8.41463414634	8.6835
RIF1	41	415	4	452	2.15700512185e-09	4.31401024369e-09	11.1638554217	8.66615
NRXN2	41	415	4	452	2.15700512185e-09	4.31401024369e-09	11.1638554217	8.66615
NF1	41	415	4	452	2.15700512185e-09	4.31401024369e-09	11.1638554217	8.66615
BAZ2B	41	415	4	452	2.15700512185e-09	4.31401024369e-09	11.1638554217	8.66615
SLC26A7	32	424	1	455	2.33027214544e-09	4.66054429087e-09	34.3396226415	8.63259
PTPRC	32	424	1	455	2.33027214544e-09	4.66054429087e-09	34.3396226415	8.63259
ARHGAP36	32	424	1	455	2.33027214544e-09	4.66054429087e-09	34.3396226415	8.63259
ADCY2	32	424	1	455	2.33027214544e-09	4.66054429087e-09	34.3396226415	8.63259
TRPC3	28	428	0	456	2.42957409473e-09	4.85914818946e-09	inf	8.61447
THOC2	28	428	0	456	2.42957409473e-09	4.85914818946e-09	inf	8.61447
NRG1	48	408	7	449	2.49660967954e-09	4.99321935908e-09	7.54621848739	8.60265
NOS1	48	408	7	449	2.49660967954e-09	4.99321935908e-09	7.54621848739	8.60265
UBR4	66	390	16	440	2.53232150741e-09	5.06464301483e-09	4.65384615385	8.59648
FN1	66	390	16	440	2.53232150741e-09	5.06464301483e-09	4.65384615385	8.59648
MYH9	38	418	3	453	2.63898908111e-09	5.27797816223e-09	13.7272727273	8.57856
MYH7	38	418	3	453	2.63898908111e-09	5.27797816223e-09	13.7272727273	8.57856
CLIP1	38	418	3	453	2.63898908111e-09	5.27797816223e-09	13.7272727273	8.57856
BCORL1	38	418	3	453	2.63898908111e-09	5.27797816223e-09	13.7272727273	8.57856
CDK12	35	421	2	454	2.79666319955e-09	5.59332639911e-09	18.8717339667	8.55336
SCN5A	52	404	9	447	3.09216669243e-09	6.18433338485e-09	6.39273927393	8.50974
DNAH2	81	375	25	431	3.22918145628e-09	6.45836291255e-09	3.72384	8.49091
PLXNA4	54	402	10	446	3.23953257309e-09	6.47906514618e-09	5.99104477612	8.48952
LRP1	54	402	10	446	3.23953257309e-09	6.47906514618e-09	5.99104477612	8.48952
CHD7	58	398	12	444	3.2502827178e-09	6.50056543561e-09	5.39195979899	8.48808
RP1	69	387	18	438	3.47681524951e-09	6.95363049901e-09	4.33850129199	8.45882
DNAH3	84	372	27	429	3.62011724696e-09	7.24023449392e-09	3.58781362007	8.44128
KANSL1	45	411	6	450	3.85239353163e-09	7.70478706326e-09	8.21167883212	8.41427
FAM135B	45	411	6	450	3.85239353163e-09	7.70478706326e-09	8.21167883212	8.41427
CACNA1B	45	411	6	450	3.85239353163e-09	7.70478706326e-09	8.21167883212	8.41427
PKD1L1	67	389	17	439	3.91312067936e-09	7.82624135873e-09	4.44775442311	8.40748
VWDE	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
MBD6	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
GNAS	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
DCAF4L2	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
BCOR	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
COL6A3	82	374	26	430	4.4016915351e-09	8.8033830702e-09	3.62607980255	8.35638
FREM2	72	384	20	436	4.47869888773e-09	8.95739777546e-09	4.0875	8.34885
DLC1	47	409	7	449	4.58587797302e-09	9.17175594605e-09	7.37093957387	8.33858
SCN8A	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
PRDM10	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
MDGA2	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
KCNB2	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
GRM7	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
CNTN1	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
ADAMTS5	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
ACVR1B	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
WDR87	63	393	15	441	4.77435536807e-09	9.54871073613e-09	4.71297709924	8.32109
IRS4	27	429	0	456	5.01205844717e-09	1.00241168943e-08	inf	8.29998
GUCY1A3	27	429	0	456	5.01205844717e-09	1.00241168943e-08	inf	8.29998
ATP2B2	27	429	0	456	5.01205844717e-09	1.00241168943e-08	inf	8.29998
LCT	37	419	3	453	5.10083111326e-09	1.02016622265e-08	13.3341288783	8.29236
CAMTA1	37	419	3	453	5.10083111326e-09	1.02016622265e-08	13.3341288783	8.29236
DNAH9	70	386	19	437	5.16440172292e-09	1.03288034458e-08	4.17098445596	8.28698
DNAH14	75	381	22	434	5.47375871103e-09	1.09475174221e-08	3.88332140301	8.26171
ZNF804A	34	422	2	454	5.5003224928e-09	1.10006449856e-08	18.2890995261	8.25961
TLL1	34	422	2	454	5.5003224928e-09	1.10006449856e-08	18.2890995261	8.25961
ROCK1	34	422	2	454	5.5003224928e-09	1.10006449856e-08	18.2890995261	8.25961
PLCG2	34	422	2	454	5.5003224928e-09	1.10006449856e-08	18.2890995261	8.25961
EPHA3	34	422	2	454	5.5003224928e-09	1.10006449856e-08	18.2890995261	8.25961
TAF1L	51	405	9	447	5.56595937229e-09	1.11319187446e-08	6.25432098765	8.25446
UGGT2	42	414	5	451	5.66400307026e-09	1.13280061405e-08	9.15072463768	8.24688
KIAA2022	42	414	5	451	5.66400307026e-09	1.13280061405e-08	9.15072463768	8.24688
WDFY4	57	399	12	444	5.71371216949e-09	1.1427424339e-08	5.28571428571	8.24308
BIRC6	53	403	10	446	5.78086355927e-09	1.15617271185e-08	5.86550868486	8.23801
ADGRL3	53	403	10	446	5.78086355927e-09	1.15617271185e-08	5.86550868486	8.23801
ADGB	53	403	10	446	5.78086355927e-09	1.15617271185e-08	5.86550868486	8.23801
MEGF8	55	401	11	445	5.82254060921e-09	1.16450812184e-08	5.54862842893	8.23489
AHNAK	78	378	24	432	6.40167439143e-09	1.28033487829e-08	3.71428571429	8.19371
CUBN	73	383	21	435	6.43729824472e-09	1.28745964894e-08	3.948153674	8.1913
GTF3C1	44	412	6	450	7.13432967326e-09	1.42686593465e-08	8.00970873786	8.14665
TNC	64	392	16	440	7.44603250496e-09	1.48920650099e-08	4.48979591837	8.12808
ABCA1	64	392	16	440	7.44603250496e-09	1.48920650099e-08	4.48979591837	8.12808
EP400	71	385	20	436	7.51168062252e-09	1.5023361245e-08	4.02025974026	8.12426
DYNC2H1	76	380	23	433	7.65192487088e-09	1.53038497418e-08	3.7652173913	8.11623
CEP192	39	417	4	452	7.80739154205e-09	1.56147830841e-08	10.5683453237	8.10749
MAGI2	46	410	7	449	8.39129049349e-09	1.6782580987e-08	7.19651567944	8.07617
CKAP5	46	410	7	449	8.39129049349e-09	1.6782580987e-08	7.19651567944	8.07617
