#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
COL5A1	44	412	15	441	6.24162031591e-05	0.000124832406318	3.13980582524	4.2047
PIK3CG	17	439	1	455	6.33245751305e-05	0.000126649150261	17.6195899772	4.19843
HTR1A	17	439	1	455	6.33245751305e-05	0.000126649150261	17.6195899772	4.19843
SCN1A	22	434	3	453	6.43729947264e-05	0.000128745989453	7.65437788018	4.1913
NID1	22	434	3	453	6.43729947264e-05	0.000128745989453	7.65437788018	4.1913
SPEG	39	417	12	444	6.51515765307e-05	0.000130303153061	3.46043165468	4.18608
LAMA5	39	417	12	444	6.51515765307e-05	0.000130303153061	3.46043165468	4.18608
ANK2	39	417	12	444	6.51515765307e-05	0.000130303153061	3.46043165468	4.18608
MXRA5	32	424	8	448	6.58970332217e-05	0.000131794066443	4.22641509434	4.18113
SORCS1	24	432	4	452	7.23387833851e-05	0.00014467756677	6.27777777778	4.14063
KNDC1	24	432	4	452	7.23387833851e-05	0.00014467756677	6.27777777778	4.14063
ADAMTS2	28	428	6	450	7.45971771483e-05	0.000149194354297	4.90654205607	4.12728
COL4A1	26	430	5	451	7.53860380291e-05	0.000150772076058	5.45395348837	4.12271
VPS13D	37	419	11	445	7.55284990232e-05	0.000151056998046	3.57235842916	4.12189
DNAH3	40	416	13	443	8.81819884825e-05	0.000176363976965	3.27662721893	4.05462
SCN2A	19	437	2	454	9.48078731256e-05	0.000189615746251	9.86956521739	4.02316
PCDHA4	19	437	2	454	9.48078731256e-05	0.000189615746251	9.86956521739	4.02316
FAM47A	19	437	2	454	9.48078731256e-05	0.000189615746251	9.86956521739	4.02316
DST	43	413	15	441	9.72399925909e-05	0.000194479985182	3.06101694915	4.01216
ADGRV1	38	418	12	444	0.000103762491871	0.000207524983741	3.36363636364	3.98396
ZFR	13	443	0	456	0.000111930664111	0.000223861328222	inf	3.95105
PCDHB5	13	443	0	456	0.000111930664111	0.000223861328222	inf	3.95105
PCDHAC2	13	443	0	456	0.000111930664111	0.000223861328222	inf	3.95105
MMP20	13	443	0	456	0.000111930664111	0.000223861328222	inf	3.95105
CNTN5	13	443	0	456	0.000111930664111	0.000223861328222	inf	3.95105
TMEM132C	21	435	3	453	0.000116350797334	0.000232701594668	7.28965517241	3.93423
SHROOM2	21	435	3	453	0.000116350797334	0.000232701594668	7.28965517241	3.93423
PCDHA1	21	435	3	453	0.000116350797334	0.000232701594668	7.28965517241	3.93423
MYH13	21	435	3	453	0.000116350797334	0.000232701594668	7.28965517241	3.93423
RIMS2	29	427	7	449	0.000119312817054	0.000238625634107	4.35630645701	3.92331
KIAA1683	16	440	1	455	0.000122030145222	0.000244060290445	16.5454545455	3.91353
F8	16	440	1	455	0.000122030145222	0.000244060290445	16.5454545455	3.91353
UNC79	27	429	6	450	0.000126929743284	0.000253859486567	4.72027972028	3.89644
NAV2	27	429	6	450	0.000126929743284	0.000253859486567	4.72027972028	3.89644
VPS13B	23	433	4	452	0.000127635753668	0.000255271507336	6.00230946882	3.89403
PXDNL	23	433	4	452	0.000127635753668	0.000255271507336	6.00230946882	3.89403
FLNA	23	433	4	452	0.000127635753668	0.000255271507336	6.00230946882	3.89403
ABCA7	23	433	4	452	0.000127635753668	0.000255271507336	6.00230946882	3.89403
MAP2	25	431	5	451	0.000130406470228	0.000260812940456	5.23201856148	3.8847
CDH11	25	431	5	451	0.000130406470228	0.000260812940456	5.23201856148	3.8847
KMT2C	71	385	35	421	0.000134149873914	0.000268299747828	2.21825602968	3.87241
DYNC1H1	39	417	13	443	0.00013868927806	0.00027737855612	3.18705035971	3.85796
SACS	42	414	15	441	0.000150496664068	0.000300993328137	2.98260869565	3.82247
FAT1	42	414	15	441	0.000150496664068	0.000300993328137	2.98260869565	3.82247
ZNF469	32	424	9	447	0.000159840220032	0.000319680440064	3.74842767296	3.79631
UNC80	32	424	9	447	0.000159840220032	0.000319680440064	3.74842767296	3.79631
MUC4	149	307	100	356	0.000174751395926	0.000349502791852	1.72781758958	3.75758
ALK	18	438	2	454	0.000175606356131	0.000351212712262	9.32876712329	3.75546
NBEA	30	426	8	448	0.00017990992371	0.000359819847421	3.94366197183	3.74494
HECTD4	30	426	8	448	0.00017990992371	0.000359819847421	3.94366197183	3.74494
CUBN	30	426	8	448	0.00017990992371	0.000359819847421	3.94366197183	3.74494
PCDHA3	35	421	11	445	0.000192808241264	0.000385616482529	3.36320449147	3.71487
STAB1	28	428	7	449	0.00019879548656	0.000397590973121	4.19626168224	3.70159
DNAH14	28	428	7	449	0.00019879548656	0.000397590973121	4.19626168224	3.70159
SNTG2	20	436	3	453	0.000208980963908	0.000417961927816	6.92660550459	3.67989
RIMBP2	20	436	3	453	0.000208980963908	0.000417961927816	6.92660550459	3.67989
PCDHGA1	20	436	3	453	0.000208980963908	0.000417961927816	6.92660550459	3.67989
MAGI2	20	436	3	453	0.000208980963908	0.000417961927816	6.92660550459	3.67989
DMD	20	436	3	453	0.000208980963908	0.000417961927816	6.92660550459	3.67989
DNAH2	26	430	6	450	0.000214456789942	0.000428913579885	4.53488372093	3.66866
ABCA4	26	430	6	450	0.000214456789942	0.000428913579885	4.53488372093	3.66866
PTPRT	38	418	13	443	0.00021662516748	0.000433250334961	3.0979020979	3.66429
LAMA1	38	418	13	443	0.00021662516748	0.000433250334961	3.0979020979	3.66429
PCDHGB1	22	434	4	452	0.000223690526676	0.000447381053353	5.72811059908	3.65035
HDAC9	22	434	4	452	0.000223690526676	0.000447381053353	5.72811059908	3.65035
CHD5	24	432	5	451	0.000224017622234	0.000448035244468	5.01111111111	3.64972
SFMBT2	33	423	10	446	0.000224508648096	0.000449017296191	3.47943262411	3.64877
SUPT20H	12	444	0	456	0.000226886481306	0.000453772962613	inf	3.64419
EDNRB	12	444	0	456	0.000226886481306	0.000453772962613	inf	3.64419
GRM3	15	441	1	455	0.000234163500393	0.000468327000786	15.4761904762	3.63048
CNTNAP5	15	441	1	455	0.000234163500393	0.000468327000786	15.4761904762	3.63048
CNTN1	15	441	1	455	0.000234163500393	0.000468327000786	15.4761904762	3.63048
CDH12	15	441	1	455	0.000234163500393	0.000468327000786	15.4761904762	3.63048
AFF2	15	441	1	455	0.000234163500393	0.000468327000786	15.4761904762	3.63048
SYNE2	36	420	12	444	0.000257798356641	0.000515596713283	3.17142857143	3.58872
STAB2	31	425	9	447	0.000258646348277	0.000517292696554	3.62274509804	3.58729
DNAH17	61	395	29	427	0.00025895412425	0.000517908248501	2.27385421213	3.58678
MUC2	82	374	45	411	0.000268088142174	0.000536176284348	2.00249554367	3.57172
NBPF20	39	417	14	442	0.000279388156169	0.000558776312339	2.95272353546	3.55379
KMT2D	48	408	20	436	0.000286877859127	0.000573755718254	2.56470588235	3.5423
MEGF8	29	427	8	448	0.0002940658096	0.000588131619199	3.80327868852	3.53156
TRRAP	34	422	11	445	0.000304780173123	0.000609560346246	3.25937096079	3.51601
TRPC4	17	439	2	454	0.000323362670839	0.000646725341679	8.79043280182	3.49031
SIM1	17	439	2	454	0.000323362670839	0.000646725341679	8.79043280182	3.49031
PCDHGA5	17	439	2	454	0.000323362670839	0.000646725341679	8.79043280182	3.49031
NALCN	17	439	2	454	0.000323362670839	0.000646725341679	8.79043280182	3.49031
CDON	17	439	2	454	0.000323362670839	0.000646725341679	8.79043280182	3.49031
NCOR2	46	410	19	437	0.000354000637923	0.000708001275847	2.58048780488	3.451
CTNND2	32	424	10	446	0.000357509196458	0.000715018392917	3.36603773585	3.44671
TSHZ3	25	431	6	450	0.000359658271058	0.000719316542116	4.35034802784	3.44411
HUWE1	25	431	6	450	0.000359658271058	0.000719316542116	4.35034802784	3.44411
GGT1	25	431	6	450	0.000359658271058	0.000719316542116	4.35034802784	3.44411
SEMA5B	19	437	3	453	0.00037284171027	0.000745683420539	6.5652173913	3.42848
NLRC5	19	437	3	453	0.00037284171027	0.000745683420539	6.5652173913	3.42848
NGEF	19	437	3	453	0.00037284171027	0.000745683420539	6.5652173913	3.42848
GRIA2	19	437	3	453	0.00037284171027	0.000745683420539	6.5652173913	3.42848
PCDHB12	23	433	5	451	0.00038200181697	0.000764003633939	4.79122401848	3.41793
ADGRG4	23	433	5	451	0.00038200181697	0.000764003633939	4.79122401848	3.41793
PCDHB4	21	435	4	452	0.000389234261024	0.000778468522048	5.45517241379	3.40979
NOS1	21	435	4	452	0.000389234261024	0.000778468522048	5.45517241379	3.40979
LRRK2	21	435	4	452	0.000389234261024	0.000778468522048	5.45517241379	3.40979
IGSF10	21	435	4	452	0.000389234261024	0.000778468522048	5.45517241379	3.40979
EVC2	21	435	4	452	0.000389234261024	0.000778468522048	5.45517241379	3.40979
EPHA5	21	435	4	452	0.000389234261024	0.000778468522048	5.45517241379	3.40979
HERC2	50	406	22	434	0.000404265081196	0.000808530162392	2.42946708464	3.39333
XIRP2	30	426	9	447	0.000415390905714	0.000830781811429	3.49765258216	3.38154
RYR3	47	409	20	436	0.000423710147631	0.000847420295263	2.50513447433	3.37293
PLXNB3	14	442	1	455	0.000447267614292	0.000894535228585	14.4117647059	3.34943
PCDHGB6	14	442	1	455	0.000447267614292	0.000894535228585	14.4117647059	3.34943
EML2	14	442	1	455	0.000447267614292	0.000894535228585	14.4117647059	3.34943
RANGAP1	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
POU3F4	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
PLPPR4	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
OTUD7A	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
MAGEE1	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
KLHL34	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
IRS4	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
HSPA2	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
FOXG1	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
ESX1	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
CHERP	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
CCDC150	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
ALG1	11	445	0	456	0.000459381392488	0.000918762784976	inf	3.33783
MACF1	28	428	8	448	0.000476984829835	0.00095396965967	3.66355140187	3.3215
CELSR2	28	428	8	448	0.000476984829835	0.00095396965967	3.66355140187	3.3215
BSN	28	428	8	448	0.000476984829835	0.00095396965967	3.66355140187	3.3215
PDZRN3	26	430	7	449	0.00053955724896	0.00107911449792	3.87840531561	3.26796
NLRP4	26	430	7	449	0.00053955724896	0.00107911449792	3.87840531561	3.26796
FN1	26	430	7	449	0.00053955724896	0.00107911449792	3.87840531561	3.26796
DNAH7	26	430	7	449	0.00053955724896	0.00107911449792	3.87840531561	3.26796
AP3D1	26	430	7	449	0.00053955724896	0.00107911449792	3.87840531561	3.26796
ANKRD11	31	425	10	446	0.000564945345838	0.00112989069168	3.25317647059	3.24799
RASGRF1	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
PLD5	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
PCDHGA12	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
PCDHA10	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
LRRC4B	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
FBXL7	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
CDH9	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
ADAMTS20	16	440	2	454	0.000591674705957	0.00118334941191	8.25454545455	3.22792
TIAM1	24	432	6	450	0.000598462230256	0.00119692446051	4.16666666667	3.22296
PCDHA8	24	432	6	450	0.000598462230256	0.00119692446051	4.16666666667	3.22296
COL6A6	24	432	6	450	0.000598462230256	0.00119692446051	4.16666666667	3.22296
ANKRD30A	24	432	6	450	0.000598462230256	0.00119692446051	4.16666666667	3.22296
GRIA4	22	434	5	451	0.000646331527912	0.00129266305582	4.57235023041	3.18954
DLGAP2	22	434	5	451	0.000646331527912	0.00129266305582	4.57235023041	3.18954
CACNA1E	37	419	14	442	0.000651317705844	0.00130263541169	2.78793044664	3.18621
EP400	40	416	16	440	0.000657639672982	0.00131527934596	2.64423076923	3.18201
SPAG17	18	438	3	453	0.000660397254165	0.00132079450833	6.20547945205	3.18019
SLIT2	18	438	3	453	0.000660397254165	0.00132079450833	6.20547945205	3.18019
DOCK4	18	438	3	453	0.000660397254165	0.00132079450833	6.20547945205	3.18019
MYO5B	20	436	4	452	0.000672131796776	0.00134426359355	5.18348623853	3.17255
FRMPD3	20	436	4	452	0.000672131796776	0.00134426359355	5.18348623853	3.17255
FLG	66	390	35	421	0.000724235804956	0.00144847160991	2.0356043956	3.14012
FCGBP	62	394	32	424	0.000738225915886	0.00147645183177	2.08502538071	3.13181
PCDHB8	32	424	11	445	0.000744419882604	0.00148883976521	3.05317324185	3.12818
ZNF831	27	429	8	448	0.000767494913254	0.00153498982651	3.52447552448	3.11492
COL22A1	27	429	8	448	0.000767494913254	0.00153498982651	3.52447552448	3.11492
PDZD2	41	415	17	439	0.00079598847025	0.0015919769405	2.55124025514	3.09909
FBN3	41	415	17	439	0.00079598847025	0.0015919769405	2.55124025514	3.09909
NOTCH1	38	418	15	441	0.000805067888001	0.001610135776	2.67272727273	3.09417
MDN1	48	408	22	434	0.000849085101483	0.00169817020297	2.32085561497	3.07105
SYCP2L	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
SSC5D	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
SOGA3	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
ROBO3	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
PLCB2	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
MROH9	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
MOV10L1	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
KPRP	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
GRIK1	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
COL4A6	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
CCKBR	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
AR	13	443	1	455	0.000850000716224	0.00170000143245	13.3521444695	3.07058
ZNF536	25	431	7	449	0.000878234989329	0.00175646997866	3.72058336095	3.05639
WDFY3	25	431	7	449	0.000878234989329	0.00175646997866	3.72058336095	3.05639
TMEM132D	25	431	7	449	0.000878234989329	0.00175646997866	3.72058336095	3.05639
PKD1L1	25	431	7	449	0.000878234989329	0.00175646997866	3.72058336095	3.05639
COL5A2	25	431	7	449	0.000878234989329	0.00175646997866	3.72058336095	3.05639
TRIO	30	426	10	446	0.000885624578025	0.00177124915605	3.14084507042	3.05275
COL6A3	45	411	20	436	0.000905346165978	0.00181069233196	2.38686131387	3.04319
HRNR	64	392	34	422	0.000905834740788	0.00181166948158	2.02641056423	3.04295
ZNF534	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
ZFPM2	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
SYTL2	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
SPRED2	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
SLTM	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
SLC6A19	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
RBM27	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
RALGAPB	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
PARP1	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
NTNG2	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
KRT31	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
KL	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
IGSF9	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
HHIPL2	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
FAM110B	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
DCAF12L2	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
CNBD1	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
CCDC146	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
ARHGEF4	10	446	0	456	0.000929062816198	0.0018581256324	inf	3.03195
SDK1	42	414	18	438	0.000950581687522	0.00190116337504	2.46859903382	3.02201
C5orf42	33	423	12	444	0.000955037975984	0.00191007595197	2.8865248227	3.01998
UBR4	49	407	23	433	0.000979059707352	0.0019581194147	2.26653135349	3.00919
PLXNA3	23	433	6	450	0.000987607896791	0.00197521579358	3.98383371824	3.00542
MAP1B	23	433	6	450	0.000987607896791	0.00197521579358	3.98383371824	3.00542
GRIK3	23	433	6	450	0.000987607896791	0.00197521579358	3.98383371824	3.00542
SCN8A	28	428	9	447	0.00104606622612	0.00209213245225	3.2492211838	2.98044
PCDHA12	28	428	9	447	0.00104606622612	0.00209213245225	3.2492211838	2.98044
LCT	28	428	9	447	0.00104606622612	0.00209213245225	3.2492211838	2.98044
CACNA1B	28	428	9	447	0.00104606622612	0.00209213245225	3.2492211838	2.98044
WNK1	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
PCMTD1	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
PCDH7	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
GRIN2B	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
GPR179	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
EEF1B2	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
ATP8A2	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
ANKHD1	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
A2M	15	441	2	454	0.00107516366417	0.00215032732835	7.72108843537	2.96853
RELN	21	435	5	451	0.00108451794529	0.00216903589057	4.35448275862	2.96476
PCDHGB2	21	435	5	451	0.00108451794529	0.00216903589057	4.35448275862	2.96476
GRM1	21	435	5	451	0.00108451794529	0.00216903589057	4.35448275862	2.96476
GRID1	21	435	5	451	0.00108451794529	0.00216903589057	4.35448275862	2.96476
SVEP1	31	425	11	445	0.00114953813045	0.0022990762609	2.95080213904	2.93948
PEG3	31	425	11	445	0.00114953813045	0.0022990762609	2.95080213904	2.93948
TNRC6B	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
TANC2	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
SALL1	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
PAPPA2	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
MYCBP2	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
GRM5	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
ASTN2	19	437	4	452	0.00115118025549	0.00230236051098	4.91304347826	2.93886
THSD7B	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
SALL3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
NLGN4X	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
KIAA2022	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
KCNH5	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
