#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
CYP7B1	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
BRINP3	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
PTPRS	23	197	4	216	0.000101981775591	0.000203963551183	6.30456852792	3.99148
PLXNA4	23	197	4	216	0.000101981775591	0.000203963551183	6.30456852792	3.99148
NALCN	23	197	4	216	0.000101981775591	0.000203963551183	6.30456852792	3.99148
LRFN5	16	204	1	219	0.000106978194851	0.000213956389702	17.1764705882	3.9707
HUWE1	16	204	1	219	0.000106978194851	0.000213956389702	17.1764705882	3.9707
GABRA5	16	204	1	219	0.000106978194851	0.000213956389702	17.1764705882	3.9707
DCHS2	46	174	18	202	0.000109089007914	0.000218178015828	2.96679438059	3.96222
CCDC168	46	174	18	202	0.000109089007914	0.000218178015828	2.96679438059	3.96222
ABCA13	62	158	30	190	0.000125689600231	0.000251379200462	2.48523206751	3.9007
FBN1	30	190	8	212	0.000130920091145	0.00026184018229	4.18421052632	3.88299
DNAH10	44	176	17	203	0.000139915554684	0.000279831109368	2.98529411765	3.85413
LAMA1	28	192	7	213	0.000149410919431	0.000298821838863	4.4375	3.82562
ADGRV1	55	165	25	195	0.000149634347272	0.000299268694545	2.6	3.82497
PCDH11X	18	202	2	218	0.000150718077559	0.000301436155118	9.71287128713	3.82183
NYAP2	18	202	2	218	0.000150718077559	0.000301436155118	9.71287128713	3.82183
FAM179A	18	202	2	218	0.000150718077559	0.000301436155118	9.71287128713	3.82183
KIAA1109	33	187	10	210	0.000157305580561	0.000314611161122	3.70588235294	3.80326
ANK3	33	187	10	210	0.000157305580561	0.000314611161122	3.70588235294	3.80326
MTUS2	26	194	6	214	0.000166140459659	0.000332280919318	4.78006872852	3.77952
CACNA1B	26	194	6	214	0.000166140459659	0.000332280919318	4.78006872852	3.77952
TRRAP	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
SCN2A	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
PTCHD2	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
KIF21A	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
FNDC1	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
CUX2	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
CNTNAP4	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
SETD1B	24	196	5	215	0.00017854113267	0.00035708226534	5.26530612245	3.74826
ATP10A	24	196	5	215	0.00017854113267	0.00035708226534	5.26530612245	3.74826
SCN3A	22	198	4	216	0.000183066808542	0.000366133617085	6.0	3.73739
MYO16	22	198	4	216	0.000183066808542	0.000366133617085	6.0	3.73739
CSMD1	46	174	19	201	0.000206107723038	0.000412215446076	2.79673321234	3.68591
TUBA3C	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
PHIP	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
MAGI2	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
ATP2B2	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
ARFGEF1	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
ZBTB20	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
RPS6KA2	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
KCNQ5	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
GRM1	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
DNM3	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
FREM2	34	186	11	209	0.000212794744758	0.000425589489515	3.47311827957	3.67204
NFASC	29	191	8	212	0.000220355357385	0.000440710714769	4.02356020942	3.65688
CACNA1H	37	183	13	207	0.000225156342032	0.000450312684063	3.21941992434	3.64752
ZNF814	40	180	15	205	0.000226532396745	0.000453064793491	3.03703703704	3.64487
DNAH8	40	180	15	205	0.000226532396745	0.000453064793491	3.03703703704	3.64487
FRY	32	188	10	210	0.000258472574952	0.000516945149904	3.57446808511	3.58759
SMC1B	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
NRG1	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
LRRC7	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
GRIN2A	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
VPS13B	38	182	14	206	0.000285840163889	0.000571680327779	3.07221350078	3.54388
BIRC6	38	182	14	206	0.000285840163889	0.000571680327779	3.07221350078	3.54388
UNC79	23	197	5	215	0.000311899734989	0.000623799469978	5.02030456853	3.50598
CCDC88A	23	197	5	215	0.000311899734989	0.000623799469978	5.02030456853	3.50598
CACNA1D	23	197	5	215	0.000311899734989	0.000623799469978	5.02030456853	3.50598
ERICH6B	45	175	19	201	0.000317540647266	0.000635081294532	2.72030075188	3.4982
CDH2	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
BRWD3	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
TMEM132D	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
SULF1	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
SLIT1	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
CFAP47	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
SCN5A	28	192	8	212	0.000367487952618	0.000734975905236	3.86458333333	3.43476
PXDNL	28	192	8	212	0.000367487952618	0.000734975905236	3.86458333333	3.43476
SSPO	58	162	29	191	0.00037074022957	0.000741480459139	2.35802469136	3.43093
SIN3A	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
RASA1	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
CASR	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
APBA2	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
ADGRB3	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
TEX15	26	194	7	213	0.000427846021022	0.000855692042044	4.07805596465	3.36871
SVIL	26	194	7	213	0.000427846021022	0.000855692042044	4.07805596465	3.36871
PTPRQ	26	194	7	213	0.000427846021022	0.000855692042044	4.07805596465	3.36871
BMPR2	26	194	7	213	0.000427846021022	0.000855692042044	4.07805596465	3.36871
ZFP36L2	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
TMC5	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SRGAP1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SMC1A	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SLC4A10	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SALL1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
NEFM	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
MN1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
MED12	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
MAP2K7	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
KLHL34	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
KCNA1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
HCN1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
FAM214B	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
CHST2	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
ARHGAP36	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
DNAH9	40	180	16	204	0.000435575664988	0.000871151329975	2.83333333333	3.36094
PCDHA7	47	173	21	199	0.00043843586641	0.000876871732821	2.57445637214	3.35809
ZNF804A	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
TENM3	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
TDRD15	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
STAB1	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
RIMS1	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
ACAN	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
MXRA5	29	191	9	211	0.000508535659711	0.00101707131942	3.55962769052	3.29368
COL27A1	29	191	9	211	0.000508535659711	0.00101707131942	3.55962769052	3.29368
TRHDE	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
SETBP1	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
PPFIA2	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
MAP7D1	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
CDH18	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
CD58	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
KMT2A	32	188	11	209	0.000552776558635	0.00110555311727	3.23404255319	3.25745
SACS	38	182	15	205	0.000554020684378	0.00110804136876	2.85347985348	3.25647
RTL1	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
CNTNAP2	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
BTBD11	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
ALPK2	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
AK9	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
SORCS1	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
PTPRK	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
LRBA	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
FAM193A	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
DPP6	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
DIP2C	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
CACNA1A	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
AKAP12	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
PCDH15	27	193	8	212	0.000607033709279	0.00121406741856	3.70725388601	3.21679
NEB	46	174	21	199	0.000659159033601	0.0013183180672	2.50519978106	3.18101
COL6A6	30	190	10	210	0.00067851420055	0.0013570284011	3.31578947368	3.16844
AR	36	184	14	206	0.000701429924989	0.00140285984998	2.87888198758	3.15402
LRP2	33	187	12	208	0.000706995113384	0.00141399022677	3.05882352941	3.15058
ASH1L	33	187	12	208	0.000706995113384	0.00141399022677	3.05882352941	3.15058
ITPR1	25	195	7	213	0.000713709018819	0.00142741803764	3.9010989011	3.14648
DYSF	25	195	7	213	0.000713709018819	0.00142741803764	3.9010989011	3.14648
ZNF451	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
XKR6	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
TRPC5	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
PCDH18	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
NEK10	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
MAGEC3	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
GABBR2	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
ARAP1	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
THSD7B	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
MAP2	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
LAMA4	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
DMD	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
DENND4B	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
ANK2	28	192	9	211	0.000825233804456	0.00165046760891	3.41898148148	3.08342
ADAMTS16	28	192	9	211	0.000825233804456	0.00165046760891	3.41898148148	3.08342
MEGF8	31	189	11	209	0.000878223821015	0.00175644764203	3.1164021164	3.05639
FBN3	31	189	11	209	0.000878223821015	0.00175644764203	3.1164021164	3.05639
ZNF735	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
USP7	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
UBE3A	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
TEAD2	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
SLC12A5	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
SEMA3D	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PDZRN4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PDE2A	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PAX6	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
NR2E1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
NCAM2	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
MCTP1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
MARCH4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
MAPRE3	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
MAP2K4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
LRFN2	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
LGR4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KSR2	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
HGF	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
HCFC1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
GRIN2B	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
GABRA1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CTNNA1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CHRNB3	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CHD4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
C1orf168	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PAPPA2	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
OTOGL	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
DENND2C	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
ADAMTSL4	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
MACF1	41	179	18	202	0.000944616280091	0.00188923256018	2.5704531347	3.02474
XYLT2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
SLITRK2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
SEZ6L	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
PYGB	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
PCDHGA8	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
PARP14	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
NUP210L	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
LARP4B	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
KIAA0430	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
HDAC9	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
GRIK3	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
DENND5B	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
CP	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
CHL1	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
BAZ1A	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
ARHGAP22	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
ADGRB2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
PREX2	26	194	8	212	0.000992811743019	0.00198562348604	3.55154639175	3.00313
MYH14	26	194	8	212	0.000992811743019	0.00198562348604	3.55154639175	3.00313
ZNF462	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
NCOR1	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
KIF1B	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
KCNB2	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
F8	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
CNTN6	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
RELN	38	182	16	204	0.00102459260865	0.00204918521731	2.66208791209	2.98945
ZC3H18	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
RNF145	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
PCDHA12	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
MECOM	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
EVC2	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
DPYD	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
DOCK11	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CNOT1	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CDHR3	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CDH9	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CCDC39	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CADPS	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
BICC1	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
ARAP2	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
SCN9A	29	191	10	210	0.00108331915823	0.00216663831647	3.18848167539	2.96524
PTPRT	29	191	10	210	0.00108331915823	0.00216663831647	3.18848167539	2.96524
ZNF831	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
CHD7	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
CDK5RAP2	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
TNXB	47	173	23	197	0.00126846600747	0.00253693201493	2.32696657452	2.89672
APOB	47	173	23	197	0.00126846600747	0.00253693201493	2.32696657452	2.89672
TENM4	36	184	15	205	0.00130519828246	0.00261039656492	2.67391304348	2.88432
HYDIN	36	184	15	205	0.00130519828246	0.00261039656492	2.67391304348	2.88432
RP1	27	193	9	211	0.00132567097926	0.00265134195853	3.27979274611	2.87756
IGF2R	27	193	9	211	0.00132567097926	0.00265134195853	3.27979274611	2.87756
DNAH14	27	193	9	211	0.00132567097926	0.00265134195853	3.27979274611	2.87756
A2ML1	27	193	9	211	0.00132567097926	0.00265134195853	3.27979274611	2.87756
USH2A	52	168	27	193	0.00135663222535	0.00271326445069	2.21252204586	2.86754
COL6A3	33	187	13	207	0.00136759712512	0.00273519425024	2.80995475113	2.86404
ZNF646	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
ZC3H13	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
