#Gene	 Score
MTOR	 0.905438
TUBA3D	 0.899561
CTNNA2	 0.899561
CLIP1	 0.899561
CDH18	 0.899561
PRPF8	 0.886701
KLHL4	 0.886701
EBPL	 0.886701
ZNF423	 0.88032
PDS5B	 0.88032
NALCN	 0.88032
CHD8	 0.87643
AFF2	 0.863489
USP17L11	 0.846868
TUBA4A	 0.846868
SF3B1	 0.846868
PAX6	 0.846868
NRAS	 0.846868
KCTD1	 0.846868
GLUD2	 0.846868
ENC1	 0.846868
THOC2	 0.83373
NLGN4X	 0.83373
GRIA4	 0.83373
CDH8	 0.83373
PGM5	 0.832955
DCAF4L2	 0.832955
KIAA1109	 0.81088
TRIM48	 0.806722
MST1	 0.803764
SLITRK2	 0.792261
CHRM2	 0.792261
AP2A2	 0.792261
PCDH10	 0.783904
RPS6KA6	 0.771994
MTA2	 0.771994
IGF2BP1	 0.771994
HNF1B	 0.771994
CYP7B1	 0.771994
CTCF	 0.771994
CSNK1G3	 0.771994
ACKR4	 0.771994
MYH7	 0.763848
ASH1L	 0.762867
LRFN5	 0.758759
LARP4B	 0.758759
KIAA2022	 0.758759
ZNF536	 0.746059
KIF21A	 0.746059
BCLAF1	 0.746059
COL11A1	 0.740713
KCNB1	 0.731031
ERBB4	 0.731031
PCBP1	 0.73032
FGF13	 0.73032
EEF1A2	 0.73032
CUL1	 0.73032
AGO1	 0.73032
KRT86	 0.73016
DAPK1	 0.73016
TRIM9	 0.7201
SNX13	 0.7201
PHIP	 0.7201
CUL5	 0.7201
CLCN4	 0.7201
BAGE3	 0.7201
NFASC	 0.715853
KRTAP4-8	 0.707638
GRIK3	 0.707638
FBXL7	 0.707638
BCOR	 0.707638
ROBO2	 0.691114
USP7	 0.68161
TUBA3C	 0.68161
SOGA3	 0.68161
HCN1	 0.68161
ARHGAP28	 0.68161
UNC79	 0.670436
SLC6A15	 0.651712
PPFIA2	 0.651712
NOL4	 0.651712
MMP16	 0.651712
ATP2B3	 0.651712
ZYG11B	 0.648434
UBE3A	 0.648434
TUBB2A	 0.648434
TOMM70A	 0.648434
TMOD1	 0.648434
STAT1	 0.648434
STAG2	 0.648434
KHSRP	 0.648434
ZFHX4	 0.646156
MUC7	 0.641398
RPTN	 0.629323
KLK4	 0.627693
PRB3	 0.608645
ATRX	 0.608645
ZBTB20	 0.607895
ADCY8	 0.607895
TUBA1B	 0.60305
SF3B4	 0.60305
MEF2C	 0.60305
DSTN	 0.60305
ZNF326	 0.599219
RBM46	 0.599219
PROX1	 0.599219
MEF2A	 0.599219
MAP2K7	 0.599219
KCND2	 0.599219
KCNA1	 0.599219
JADE1	 0.599219
GABRA5	 0.599219
CNR1	 0.599219
ATP2B2	 0.599219
UBR5	 0.591244
KCNB2	 0.591244
UBR3	 0.57701
TNKS2	 0.565736
RBM10	 0.565736
PCMTD1	 0.565736
MATK	 0.565736
GNAO1	 0.565736
DHX30	 0.565736
DHX15	 0.565736
ATP1A2	 0.565736
ZNF493	 0.564676
MYO5A	 0.564676
ERC2	 0.564676
CNOT1	 0.564676
TMEM132B	 0.544304
KIRREL3	 0.544304
TRPC5	 0.541189
POTEM	 0.541189
NEMP2	 0.541189
MYBL1	 0.541189
KDM5C	 0.541189
INHBA	 0.541189
CNOT2	 0.541189
ABCD1	 0.541189
RIMS1	 0.528108
NRG1	 0.528108
GGT1	 0.528108
ATXN1	 0.528108
USP28	 0.522268
SLC8A2	 0.522268
SLC35G6	 0.522268
SBNO1	 0.522268
TENM1	 0.521176
TMEM132D	 0.514874
ZMYND8	 0.507147
ZBTB41	 0.507147
ROCK1	 0.507147
JAK1	 0.507147
EPHA5	 0.507147
DDX17	 0.507147
DCLK1	 0.507147
CCNA1	 0.507147
ARSD	 0.507147
ANO4	 0.507147
SMARCB1	 0.506343
RQCD1	 0.506343
PTBP2	 0.506343
POLR2J	 0.506343
PLPPR5	 0.506343
NONO	 0.506343
MSN	 0.506343
KCNG1	 0.506343
CEP170	 0.498957
ARID1A	 0.498957
SOHLH2	 0.49473
PTEN	 0.49473
NUP50	 0.49473
GRM7	 0.49473
CNTN1	 0.49473
CACNA2D3	 0.49473
MYCBP2	 0.490271
MED12	 0.484313
DRD5	 0.484313
UNC80	 0.476169
ZNF835	 0.475425
PBRM1	 0.475425
KDM7A	 0.475425
CEP85L	 0.475425
TSHZ3	 0.467735
TOP2B	 0.467735
HOMEZ	 0.467735
CCDC30	 0.467735
ZNF208	 0.4677
ZNF367	 0.465118
ZNF148	 0.465118
TDG	 0.465118
SPANXC	 0.465118
SLC32A1	 0.465118
SEC61A1	 0.465118
RRAGB	 0.465118
RBM39	 0.465118
RBM25	 0.465118
PPP2R5E	 0.465118
POU3F3	 0.465118
MAP2K1	 0.465118
KCNV1	 0.465118
IL1RAPL2	 0.465118
HRH2	 0.465118
GNB4	 0.465118
GNAQ	 0.465118
GABRG2	 0.465118
DDX23	 0.465118
CACNG3	 0.465118
ARHGEF9	 0.465118
PCDHA3	 0.461001
NF1	 0.461001
SCN3A	 0.455048
FLRT2	 0.455048
CDC42BPA	 0.455048
NCOR1	 0.449739
XPOT	 0.441264
UBQLN2	 0.441264
SLITRK1	 0.441264
SCML2	 0.441264
RBBP7	 0.441264
PRKCD	 0.441264
PIK3R1	 0.441264
OPHN1	 0.441264
NBPF20	 0.441264
KCNJ8	 0.441264
GABRB3	 0.441264
ESR1	 0.441264
ERLIN2	 0.441264
EIF3E	 0.441264
ATP2A2	 0.441264
ATP1A1	 0.441264
ATP11C	 0.441264
ACTA1	 0.441264
GRIN2A	 0.440659
NAV3	 0.436739
DYNC1H1	 0.436739
ADGRL3	 0.433157
SHROOM4	 0.426837
USP48	 0.425353
UBTFL1	 0.425353
TBC1D25	 0.425353
SMC3	 0.425353
SLTM	 0.425353
RARB	 0.425353
PRKCG	 0.425353
PRAMEF19	 0.425353
NEDD4L	 0.425353
KCND3	 0.425353
HSPD1	 0.425353
GOLGA6L1	 0.425353
DCAF12L2	 0.425353
CHRNB2	 0.425353
ATP1A3	 0.425353
ASPN	 0.425353
SPATA31C2	 0.421432
PCDH9	 0.414633
WASL	 0.41382
PPARGC1A	 0.41382
PLCL2	 0.41382
OR1D5	 0.41382
NUP54	 0.41382
NOVA1	 0.41382
NAP1L2	 0.41382
KLHL34	 0.41382
KLHL13	 0.41382
HTR2C	 0.41382
HDX	 0.41382
GRIA3	 0.41382
GALNT9	 0.41382
G3BP1	 0.41382
FOXK1	 0.41382
EFEMP1	 0.41382
CTR9	 0.41382
CSDE1	 0.41382
ATM	 0.405801
RUNX1T1	 0.404991
KCNQ5	 0.404991
FAF1	 0.404991
CSMD3	 0.402912
ZEB2	 0.397966
USP26	 0.397966
MYT1L	 0.397966
JAKMIP1	 0.397966
HIPK2	 0.397966
GRIPAP1	 0.397966
GFRA1	 0.397966
ELMO1	 0.397966
CNTN4	 0.397966
ATP9A	 0.397966
UPF2	 0.392213
TNIK	 0.392213
NDST3	 0.392213
NBPF15	 0.392213
KIF5C	 0.392213
KIF5B	 0.392213
CDH2	 0.392213
OSBPL6	 0.387395
NRXN3	 0.387395
SNTG1	 0.383289
NUFIP1	 0.383289
CADPS	 0.383289
FILIP1	 0.379738
CLEC4M	 0.379738
CHD2	 0.379738
SCN8A	 0.376631
PXDN	 0.376631
SCAF4	 0.373883
DLG2	 0.371432
SPTBN1	 0.369231
LRRC7	 0.369231
POTEH	 0.367239
EIF5B	 0.367239
FLNA	 0.365428
GLI3	 0.363772
CACNA1A	 0.362251
TPTE2	 0.359551
MAGEC1	 0.357224
FMN2	 0.355194
DSPP	 0.354273
ZSWIM6	 0.30103
ZSCAN5A	 0.30103
ZSCAN31	 0.30103
ZNF800	 0.30103
ZNF483	 0.30103
ZNF385D	 0.30103
ZMYND11	 0.30103
ZMYM4	 0.30103
ZIM2	 0.30103
ZIC1	 0.30103
ZFP36L2	 0.30103
ZDHHC3	 0.30103
ZDHHC15	 0.30103
YTHDC1	 0.30103
XKR6	 0.30103
XKR4	 0.30103
XK	 0.30103
WDR5	 0.30103
WDR47	 0.30103
VPS50	 0.30103
VPRBP	 0.30103
VCX3B	 0.30103
UPRT	 0.30103
UPF1	 0.30103
UGCG	 0.30103
TUBGCP3	 0.30103
TUBA1A	 0.30103
TSPAN5	 0.30103
TRRAP	 0.30103
TRIM46	 0.30103
TRHDE	 0.30103
TPM2	 0.30103
TOX	 0.30103
TNPO1	 0.30103
TMEM87B	 0.30103
TMEM63B	 0.30103
TMEFF2	 0.30103
TLE1	 0.30103
TIMP3	 0.30103
TGFBR1	 0.30103
TCEAL6	 0.30103
TBR1	 0.30103
TAT	 0.30103
SYCP1	 0.30103
SUPT5H	 0.30103
STRBP	 0.30103
STEAP1	 0.30103
SRSF11	 0.30103
SPG20	 0.30103
SP2	 0.30103
SOX11	 0.30103
SNX2	 0.30103
SNRPN	 0.30103
SMARCA5	 0.30103
SMARCA4	 0.30103
SMARCA1	 0.30103
SMAD3	 0.30103
SLU7	 0.30103
SLCO3A1	 0.30103
SLC9B1	 0.30103
SLC8A1	 0.30103
SLC6A14	 0.30103
SLC25A12	 0.30103
SLC1A6	 0.30103
SLC12A6	 0.30103
SHOX	 0.30103
SF3A3	 0.30103
SERPINE3	 0.30103
SEMA3C	 0.30103
SEC63	 0.30103
SCG2	 0.30103
SAFB2	 0.30103
RXFP3	 0.30103
RUVBL1	 0.30103
RPS6KA1	 0.30103
RPL5	 0.30103
RORB	 0.30103
ROCK2	 0.30103
RNF128	 0.30103
RBM17	 0.30103
RAN	 0.30103
RALYL	 0.30103
RALGAPB	 0.30103
RABGAP1	 0.30103
RAB6B	 0.30103
QRICH1	 0.30103
PUF60	 0.30103
PTPRK	 0.30103
PTCHD1	 0.30103
PSMD11	 0.30103
PSMC3	 0.30103
PRDM10	 0.30103
PPP3CA	 0.30103
PPIAL4C	 0.30103
POGK	 0.30103
PLK2	 0.30103
PLD5	 0.30103
PLAC4	 0.30103
PHKA1	 0.30103
PHACTR1	 0.30103
PDE10A	 0.30103
PCGF2	 0.30103
PCDH20	 0.30103
PCDH19	 0.30103
PAXIP1	 0.30103
PAX3	 0.30103
PAPOLG	 0.30103
PAK3	 0.30103
PAK2	 0.30103
PAFAH1B1	 0.30103
PACRG	 0.30103
OSBPL3	 0.30103
OR10H1	 0.30103
OPCML	 0.30103
NYAP2	 0.30103
NXPH2	 0.30103
NTM	 0.30103
NR2E1	 0.30103
NPR3	 0.30103
NOS1	 0.30103
NIPBL	 0.30103
NFYC	 0.30103
NETO1	 0.30103
NDC80	 0.30103
NCOA5	 0.30103
NCAM2	 0.30103
MYT1	 0.30103
MSL2	 0.30103
MEIS1	 0.30103
MED1	 0.30103
MCHR2	 0.30103
MARK2	 0.30103
MAP3K4	 0.30103
MAGEC3	 0.30103
MAGEA6	 0.30103
MAB21L2	 0.30103
LYN	 0.30103
LY96	 0.30103
LRRK2	 0.30103
LRRC3B	 0.30103
LPAR4	 0.30103
LMBRD2	 0.30103
LDOC1	 0.30103
LCP2	 0.30103
KSR2	 0.30103
KLHL24	 0.30103
KLHL20	 0.30103
KLHL15	 0.30103
KIT	 0.30103
KIF1A	 0.30103
KDM2A	 0.30103
KCTD9	 0.30103
KCNS2	 0.30103
KCNJ4	 0.30103
KCNH7	 0.30103
JAG1	 0.30103
ITGB8	 0.30103
ITGB1	 0.30103
ITGA4	 0.30103
IRX1	 0.30103
INTS6	 0.30103
IL2RG	 0.30103
IL1RAPL1	 0.30103
IL18RAP	 0.30103
HSPA8	 0.30103
HSPA2	 0.30103
HSP90AB1	 0.30103
HNRNPL	 0.30103
HLA-A	 0.30103
HECTD1	 0.30103
HECA	 0.30103
HDLBP	 0.30103
HDAC9	 0.30103
GUCY1B3	 0.30103
GTF3C3	 0.30103
GSK3B	 0.30103
GRM5	 0.30103
GRIN2B	 0.30103
GRIN1	 0.30103
GRIA1	 0.30103
GPR26	 0.30103
GPR158	 0.30103
GATA3	 0.30103
GABRG3	 0.30103
GABRB2	 0.30103
GABRA1	 0.30103
FOXG1	 0.30103
FIGN	 0.30103
FGD1	 0.30103
FBXL20	 0.30103
FAT4	 0.30103
FAM49A	 0.30103
FAM199X	 0.30103
FADS2	 0.30103
EZH2	 0.30103
EXT1	 0.30103
ETV6	 0.30103
ESRP1	 0.30103
ERLIN1	 0.30103
ERF	 0.30103
EPHB1	 0.30103
EPHA4	 0.30103
ELMSAN1	 0.30103
ELAVL2	 0.30103
ELAVL1	 0.30103
EIF3J	 0.30103
EIF2S3	 0.30103
EGR3	 0.30103
EFTUD2	 0.30103
EEF2	 0.30103
DYNC1I1	 0.30103
DPF2	 0.30103
DNM3	 0.30103
DNAJA1	 0.30103
DIAPH2	 0.30103
DGKB	 0.30103
DDX46	 0.30103
CUX2	 0.30103
CUTC	 0.30103
CUL4B	 0.30103
CUL3	 0.30103
CSTF1	 0.30103
CSNK2A2	 0.30103
CSNK2A1	 0.30103
CSE1L	 0.30103
CRISPLD1	 0.30103
CPXCR1	 0.30103
CPEB4	 0.30103
CPEB1	 0.30103
COL4A6	 0.30103
COL12A1	 0.30103
CNTN6	 0.30103
CNOT4	 0.30103
CNKSR2	 0.30103
CLEC18B	 0.30103
CHST15	 0.30103
CFAP69	 0.30103
CELF2	 0.30103
CDK11B	 0.30103
CDK1	 0.30103
CDC73	 0.30103
CCDC73	 0.30103
CBX1	 0.30103
CASK	 0.30103
CAPN6	 0.30103
CAMK1D	 0.30103
CACNA1E	 0.30103
CA7	 0.30103
BTK	 0.30103
BNC2	 0.30103
BCORL1	 0.30103
BCL9	 0.30103
BCL11A	 0.30103
BAZ1B	 0.30103
ATXN2L	 0.30103
ATP8A2	 0.30103
ASAP1	 0.30103
ARSJ	 0.30103
ARNT2	 0.30103
ARMCX1	 0.30103
ARL13B	 0.30103
APLP1	 0.30103
AP2B1	 0.30103
AP1M1	 0.30103
ANKS1B	 0.30103
AKT3	 0.30103
ADAM10	 0.30103
ACVR1	 0.30103
ACTR3B	 0.30103
RP1	 0.256702
YLPM1	 0.247382
TNR	 0.246218
DENND4B	 0.243592
CHD1	 0.2421
CACNA1D	 0.2421
TRDN	 0.240464
SHANK1	 0.240464
GOLGA6C	 0.240464
COL4A1	 0.240464
CFH	 0.240464
SAMD9L	 0.238661
PIAS3	 0.238661
ATAD2	 0.238661
TRPC7	 0.236659
SCAF8	 0.236659
RIMBP2	 0.236659
PI4KA	 0.236659
OR11H1	 0.236659
MET	 0.236659
IBTK	 0.236659
EIF3A	 0.236659
ATAD5	 0.236659
TRPA1	 0.234421
SCAPER	 0.234421
CCDC88A	 0.234421
WNK3	 0.231898
TRO	 0.231898
SLIT1	 0.231898
EPRS	 0.231898
DROSHA	 0.231898
DIP2C	 0.231898
DENND5A	 0.231898
ADCY2	 0.231898
WDR7	 0.229023
SUPT20HL1	 0.229023
SULF1	 0.229023
SMC1B	 0.229023
OR2L8	 0.229023
NUAK1	 0.229023
NCKAP1L	 0.229023
KDM5B	 0.229023
HPSE2	 0.229023
EPHA7	 0.229023
EIF2AK1	 0.229023
CDK12	 0.229023
ARHGEF15	 0.229023
ZNF521	 0.225709
ZMYM2	 0.225709
SV2B	 0.225709
SPTAN1	 0.225709
SMARCA2	 0.225709
RPS6KA2	 0.225709
RHPN2	 0.225709
RC3H1	 0.225709
PARP9	 0.225709
CYFIP2	 0.225709
CASD1	 0.225709
B3GLCT	 0.225709
SACS	 0.224598
ZNF626	 0.221832
TRIM71	 0.221832
TRIM33	 0.221832
TRIM26	 0.221832
SKIV2L2	 0.221832
SIGLEC8	 0.221832
SETDB1	 0.221832
RASGRF2	 0.221832
MAP4K4	 0.221832
MAGEE1	 0.221832
LCP1	 0.221832
JAKMIP2	 0.221832
HAVCR1	 0.221832
FER	 0.221832
FAM169A	 0.221832
ELF1	 0.221832
DPY19L1	 0.221832
CRMP1	 0.221832
CDH22	 0.221832
ATXN7L1	 0.221832
ARNTL2	 0.221832
APBB1	 0.221832
ANKRD44	 0.221832
ACLY	 0.221832
ZMYM3	 0.217211
U2SURP	 0.217211
TRIM3	 0.217211
TOP1	 0.217211
SUPT6H	 0.217211
RFX5	 0.217211
POF1B	 0.217211
PCDHGC5	 0.217211
OTOA	 0.217211
OR8H2	 0.217211
KCNQ2	 0.217211
IPO5	 0.217211
HLA-C	 0.217211
GUCY1A3	 0.217211
GABBR1	 0.217211
F2	 0.217211
DCLK3	 0.217211
CLTC	 0.217211
CASP8	 0.217211
CARF	 0.217211
CADM1	 0.217211
CACNG5	 0.217211
ZNF793	 0.211576
XYLT2	 0.211576
USP15	 0.211576
TFAP2D	 0.211576
TAF4	 0.211576
SSX5	 0.211576
SPATA1	 0.211576
SPAG16	 0.211576
SLC39A10	 0.211576
SLC16A6	 0.211576
SERPINB2	 0.211576
RAPGEF2	 0.211576
PDGFD	 0.211576
NAA15	 0.211576
LINGO1	 0.211576
KRTAP4-7	 0.211576
KRTAP1-3	 0.211576
KCTD8	 0.211576
HTR1E	 0.211576
HS6ST3	 0.211576
HHIP	 0.211576
GPR32	 0.211576
GARNL3	 0.211576
GAN	 0.211576
FZD6	 0.211576
FZD3	 0.211576
FBXO38	 0.211576
FBXO10	 0.211576
ETV1	 0.211576
ETS1	 0.211576
EOMES	 0.211576
DDX50	 0.211576
DCAF12L1	 0.211576
CDH6	 0.211576
CCAR1	 0.211576
ALG10	 0.211576
ACVR2B	 0.211576
PRDM9	 0.211066
ROBO1	 0.209748
KMT2B	 0.206865
ZNF564	 0.20449
ZNF449	 0.20449
ZBTB16	 0.20449
XPR1	 0.20449
USP3	 0.20449
THRB	 0.20449
SYNGAP1	 0.20449
SNRK	 0.20449
SIN3A	 0.20449
SAMHD1	 0.20449
RNF40	 0.20449
RNASEH2B	 0.20449
RFPL1	 0.20449
PUM2	 0.20449
PRPF40A	 0.20449
PRKCB	 0.20449
PLPPR4	 0.20449
PHF21A	 0.20449
PDS5A	 0.20449
OR2L3	 0.20449
OLFM1	 0.20449
MKRN3	 0.20449
MAEL	 0.20449
KCTD3	 0.20449
IQSEC2	 0.20449
HIRA	 0.20449
GLRA1	 0.20449
FCGR3A	 0.20449
EXOC6B	 0.20449
EML1	 0.20449
DHX8	 0.20449
DDX26B	 0.20449
CTSC	 0.20449
ARAF	 0.20449
ACRC	 0.20449
RIMS2	 0.2036
KALRN	 0.201797
PCLO	 0.200023
SCN1A	 0.199864
MUC21	 0.195539
ABCB1	 0.195539
ZNHIT6	 0.195195
ZNF711	 0.195195
ZNF569	 0.195195
TUBB4A	 0.195195
SV2A	 0.195195
STRN3	 0.195195
SNX27	 0.195195
SLC6A1	 0.195195
SKP2	 0.195195
SFPQ	 0.195195
RB1	 0.195195
PURG	 0.195195
PROKR1	 0.195195
PPP2R5A	 0.195195
PPP2R2B	 0.195195
PIK3CB	 0.195195
PHEX	 0.195195
PDE7A	 0.195195
P4HB	 0.195195
NRBP1	 0.195195
NPR2	 0.195195
MATR3	 0.195195
LUM	 0.195195
LRCH2	 0.195195
KLF8	 0.195195
HTR1B	 0.195195
HS6ST2	 0.195195
HNRNPDL	 0.195195
GLRA3	 0.195195
GABRA2	 0.195195
GABBR2	 0.195195
FXR1	 0.195195
FBXO21	 0.195195
EIF2A	 0.195195
EBF3	 0.195195
DGKA	 0.195195
DCAF4L1	 0.195195
CPNE8	 0.195195
CHSY1	 0.195195
CCM2L	 0.195195
C11orf57	 0.195195
BRE	 0.195195
AGO4	 0.195195
LRP1B	 0.194859
WHSC1L1	 0.193106
ST18	 0.193106
REST	 0.193106
COL4A3	 0.193106
TEKT4	 0.190458
F8	 0.190458
PCDHA2	 0.187563
MAP2	 0.187563
COL1A2	 0.187563
ARHGAP23	 0.187563
DMD	 0.186839
SCN9A	 0.185751
MBD5	 0.184381
KIF21B	 0.184381
EPHA6	 0.184381
BAZ2B	 0.184381
ADGRB3	 0.184381
ZIC4	 0.18222
XKR7	 0.18222
WDR13	 0.18222
UXS1	 0.18222
UQCRFS1	 0.18222
UBTF	 0.18222
TNPO2	 0.18222
TMEM57	 0.18222
TM9SF2	 0.18222
TGFB2	 0.18222
SLC25A4	 0.18222
SF3B2	 0.18222
SERPINI2	 0.18222
RNF8	 0.18222
RNF145	 0.18222
RIMKLB	 0.18222
RGS7	 0.18222
QKI	 0.18222
PRPF3	 0.18222
PPP2R5B	 0.18222
PPP2R1A	 0.18222
PPP1R16B	 0.18222
PPAT	 0.18222
POLR2B	 0.18222
PBX1	 0.18222
PABPC1	 0.18222
OR2J3	 0.18222
NTNG1	 0.18222
NOP58	 0.18222
NEUROD6	 0.18222
NELFE	 0.18222
MFAP5	 0.18222
MEX3B	 0.18222
LRRTM4	 0.18222
LCE2B	 0.18222
KIF3A	 0.18222
KCNJ3	 0.18222
ISL1	 0.18222
IPO7	 0.18222
INTS3	 0.18222
GPHN	 0.18222
GLRA2	 0.18222
GLE1	 0.18222
GABRA3	 0.18222
FOXL2	 0.18222
FAR2	 0.18222
FAM110B	 0.18222
EIF4G2	 0.18222
CHN1	 0.18222
CCDC85A	 0.18222
ATXN3	 0.18222
PCDH18	 0.180862
NRG3	 0.180862
MDGA2	 0.180862
MBD6	 0.180862
LRRC16A	 0.180862
KCNQ3	 0.180862
KCNH5	 0.180862
ITPR1	 0.180862
CD163	 0.180862
CAD	 0.180862
WDR3	 0.176942
TGFBR2	 0.176942
MUC20	 0.176942
LRRC37A2	 0.176942
LRFN2	 0.176942
GRM8	 0.176942
FKBP9	 0.176942
DPP6	 0.176942
CACNA1F	 0.176942
A2M	 0.176942
POTEE	 0.176568
COL5A1	 0.173304
ZNF799	 0.172539
ZNF629	 0.172539
ZNF227	 0.172539
USP43	 0.172539
SMC2	 0.172539
MPRIP	 0.172539
LRRN3	 0.172539
KDM3B	 0.172539
ARHGEF7	 0.172539
HECTD4	 0.171534
DMXL2	 0.169663
WWP1	 0.167548
SLC44A5	 0.167548
RASGRF1	 0.167548
PNPLA6	 0.167548
PCDHGB4	 0.167548
LRP12	 0.167548
LINGO2	 0.167548
KDM2B	 0.167548
KCNMA1	 0.167548
ITGAL	 0.167548
GRM1	 0.167548
FCHO2	 0.167548
EEA1	 0.167548
DNMT3B	 0.167548
CHD3	 0.167548
BTBD11	 0.167548
ARHGEF26	 0.167548
CNTNAP2	 0.165572
SYCP2	 0.163329
ZCRB1	 0.162186
YTHDF2	 0.162186
U2AF2	 0.162186
TSPAN2	 0.162186
TRIM2	 0.162186
TOM1L2	 0.162186
TBL1XR1	 0.162186
TADA3	 0.162186
SYT1	 0.162186
STXBP1	 0.162186
ST3GAL6	 0.162186
SSX1	 0.162186
SPANXN2	 0.162186
RSPO2	 0.162186
RLIM	 0.162186
RELA	 0.162186
RBM42	 0.162186
PTN	 0.162186
POU3F4	 0.162186
PIP4K2A	 0.162186
PIM2	 0.162186
PCYT1B	 0.162186
P2RY10	 0.162186
OGT	 0.162186
NR0B1	 0.162186
NKAP	 0.162186
NCKAP1	 0.162186
MB21D1	 0.162186
MAU2	 0.162186
MAPK10	 0.162186
MAGED1	 0.162186
KRT222	 0.162186
KPNA3	 0.162186
KCTD13	 0.162186
KCNK9	 0.162186
KCMF1	 0.162186
HIST1H2BK	 0.162186
GTPBP2	 0.162186
GOSR1	 0.162186
GNG12	 0.162186
FZD7	 0.162186
FRG2B	 0.162186
FOXO4	 0.162186
FOXN2	 0.162186
FGF12	 0.162186
FBXW11	 0.162186
FBXL3	 0.162186
FBL	 0.162186
FAM78B	 0.162186
FAM19A1	 0.162186
EVL	 0.162186
ESRRG	 0.162186
ERI3	 0.162186
DAPP1	 0.162186
CYSLTR1	 0.162186
CYP17A1	 0.162186
CRTC1	 0.162186
CNNM2	 0.162186
CMTM3	 0.162186
CLIP3	 0.162186
CLDN10	 0.162186
CETN3	 0.162186
CELF4	 0.162186
CBX3	 0.162186
CAMK2D	 0.162186
BUB3	 0.162186
BMP7	 0.162186
BANP	 0.162186
B3GAT1	 0.162186
AIDA	 0.162186
AGO3	 0.162186
ZNF827	 0.161823
ZNF416	 0.161823
PI15	 0.161823
PCDH7	 0.161823
PAK7	 0.161823
IFI16	 0.161823
HNRNPUL1	 0.161823
GABRA6	 0.161823
FANK1	 0.161823
EXOSC10	 0.161823
DGKD	 0.161823
ARHGAP42	 0.161823
FAM135B	 0.160937
CACNA1B	 0.158378
NUP205	 0.155634
CKAP5	 0.155634
ZNF735	 0.155164
ZNF398	 0.155164
ZNF354A	 0.155164
ZFR	 0.155164
ZDHHC7	 0.155164
TSSK1B	 0.155164
TRIM37	 0.155164
TMPRSS11A	 0.155164
TEX10	 0.155164
TECRL	 0.155164
SLC6A2	 0.155164
SLC12A5	 0.155164
NTRK3	 0.155164
NPAS4	 0.155164
NAPEPLD	 0.155164
METTL2B	 0.155164
MAP3K12	 0.155164
LMOD1	 0.155164
KIAA0753	 0.155164
KDM6A	 0.155164
KDM4A	 0.155164
KCTD19	 0.155164
INPP4A	 0.155164
IGSF1	 0.155164
HDAC5	 0.155164
DHX36	 0.155164
DAAM1	 0.155164
CASR	 0.155164
ARHGEF6	 0.155164
ADAR	 0.155164
