#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
ZNF536	24	196	3	217	1.47272292639e-05	2.94544585278e-05	8.85714285714	4.83188
DSCAM	32	188	7	213	1.64083011881e-05	3.28166023762e-05	5.17933130699	4.78494
DOCK3	28	192	5	215	1.7612780652e-05	3.5225561304e-05	6.27083333333	4.75417
BCL9L	21	199	2	218	2.18393829842e-05	4.36787659685e-05	11.5025125628	4.66076
GABRA5	15	205	0	220	2.38429113839e-05	4.76858227678e-05	inf	4.62264
CTNNB1	18	202	1	219	2.75742760651e-05	5.51485521302e-05	19.5148514851	4.5595
OBSCN	74	146	37	183	3.47905135229e-05	6.95810270458e-05	2.50684931507	4.45854
LRRK2	34	186	9	211	3.92920188498e-05	7.85840376996e-05	4.28554360812	4.4057
SCN1A	20	200	2	218	4.18560954693e-05	8.37121909386e-05	10.9	4.37824
CTNNA2	20	200	2	218	4.18560954693e-05	8.37121909386e-05	10.9	4.37824
KCNB1	14	206	0	220	4.93062148036e-05	9.86124296072e-05	inf	4.3071
GLUD2	14	206	0	220	4.93062148036e-05	9.86124296072e-05	inf	4.3071
NRXN2	17	203	1	219	5.44571075035e-05	0.000108914215007	18.3399014778	4.26395
KMT2B	26	194	5	215	5.69945654921e-05	0.000113989130984	5.76288659794	4.24417
SDK1	44	176	16	204	7.0642099743e-05	0.000141284199486	3.1875	4.15094
SLIT1	19	201	2	218	7.96986364859e-05	0.000159397272972	10.3034825871	4.09855
IGSF9B	19	201	2	218	7.96986364859e-05	0.000159397272972	10.3034825871	4.09855
CNTNAP5	19	201	2	218	7.96986364859e-05	0.000159397272972	10.3034825871	4.09855
ACVR2A	19	201	2	218	7.96986364859e-05	0.000159397272972	10.3034825871	4.09855
MAP1B	21	199	3	217	9.54420028334e-05	0.000190884005667	7.63316582915	4.02026
PCDH17	27	193	6	214	9.5681270061e-05	0.000191362540122	4.9896373057	4.01917
CACNA1E	27	193	6	214	9.5681270061e-05	0.000191362540122	4.9896373057	4.01917
STAG1	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
KCNH1	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
GRM7	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
GRIA2	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
HUWE1	16	204	1	219	0.000106978194851	0.000213956389702	17.1764705882	3.9707
DNAH11	55	165	25	195	0.000149634347272	0.000299268694545	2.6	3.82497
MYO16	18	202	2	218	0.000150718077559	0.000301436155118	9.71287128713	3.82183
BMPR2	26	194	6	214	0.000166140459659	0.000332280919318	4.78006872852	3.77952
TRPS1	24	196	5	215	0.00017854113267	0.00035708226534	5.26530612245	3.74826
NBEA	22	198	4	216	0.000183066808542	0.000366133617085	6.0	3.73739
FRY	31	189	9	211	0.000187607870916	0.000375215741832	3.84538506761	3.72675
TUBA3C	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
GRM5	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
ERBB4	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
ATP2B2	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
ZBTB20	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
TRPC4	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
PCDH18	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
GRIK3	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
GABBR2	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
TSHZ3	27	193	7	213	0.000254010414254	0.000508020828507	4.25684678016	3.59515
PCDH10	27	193	7	213	0.000254010414254	0.000508020828507	4.25684678016	3.59515
COL12A1	32	188	10	210	0.000258472574952	0.000516945149904	3.57446808511	3.58759
ZFHX3	35	185	12	208	0.000279651356986	0.000559302713971	3.27927927928	3.55338
MTOR	25	195	6	214	0.000285921081975	0.00057184216395	4.57264957265	3.54375
LRP1B	48	172	21	199	0.00028906521243	0.000578130424859	2.64451827243	3.539
RYR1	52	168	24	196	0.000297656939999	0.000595313879999	2.52777777778	3.52628
XIRP2	30	190	9	211	0.000310334453325	0.000620668906649	3.70175438596	3.50817
DOCK2	23	197	5	215	0.000311899734989	0.000623799469978	5.02030456853	3.50598
CACNA1D	23	197	5	215	0.000311899734989	0.000623799469978	5.02030456853	3.50598
SCN3A	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
SCN2A	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
DSCAML1	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
CCDC88A	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
DNAH2	42	178	17	203	0.000340919097268	0.000681838194537	2.81758096497	3.46735
BIRC6	39	181	15	205	0.000355885137315	0.00071177027463	2.94475138122	3.44869
UNC80	28	192	8	212	0.000367487952618	0.000734975905236	3.86458333333	3.43476
RASA1	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
PCDH11X	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
COL11A1	26	194	7	213	0.000427846021022	0.000855692042044	4.07805596465	3.36871
ZFP36L2	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SMC1A	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SMAD3	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SLC4A10	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
MED12	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
KCNA1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
GRIA4	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
DNM3	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
BCORL1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
AMPH	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
KMT2D	37	183	14	206	0.000449859776042	0.000899719552085	2.975019516	3.34692
ATM	44	176	19	201	0.000484927461714	0.000969854923428	2.64473684211	3.31432
SVIL	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
EYS	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
RYR3	56	164	28	192	0.000488858541221	0.000977717082441	2.34146341463	3.31082
PPFIA2	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
NYAP2	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
NRG1	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
LRFN5	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
DPP6	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
CDK12	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
ARFGEF1	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
RIMS1	22	198	5	215	0.000539840953526	0.00107968190705	4.77777777778	3.26773
PTPRQ	22	198	5	215	0.000539840953526	0.00107968190705	4.77777777778	3.26773
DENND4B	22	198	5	215	0.000539840953526	0.00107968190705	4.77777777778	3.26773
KIAA1109	32	188	11	209	0.000552776558635	0.00110555311727	3.23404255319	3.25745
UNC13C	38	182	15	205	0.000554020684378	0.00110804136876	2.85347985348	3.25647
YLPM1	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
TRRAP	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
CACNA1B	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
BTBD11	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
PTPRK	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
CUX2	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
CDH2	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
BRWD3	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
TENM1	27	193	8	212	0.000607033709279	0.00121406741856	3.70725388601	3.21679
NFASC	27	193	8	212	0.000607033709279	0.00121406741856	3.70725388601	3.21679
PCLO	42	178	18	202	0.000624545857702	0.0012490917154	2.64794007491	3.20444
NALCN	25	195	7	213	0.000713709018819	0.00142741803764	3.9010989011	3.14648
FAT3	55	165	28	192	0.000715930068405	0.00143186013681	2.28571428571	3.14513
ZNF451	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
XKR6	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
UBR3	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
PHIP	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
GRM1	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
BAZ1A	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
AKAP6	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
DST	56	164	29	191	0.000793702726302	0.0015874054526	2.24894869638	3.10034
PREX2	28	192	9	211	0.000825233804456	0.00165046760891	3.41898148148	3.08342
MYCBP2	28	192	9	211	0.000825233804456	0.00165046760891	3.41898148148	3.08342
ROBO2	31	189	11	209	0.000878223821015	0.00175644764203	3.1164021164	3.05639
USP7	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
TEK	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PCDH20	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
PAX6	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
NR2E1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
MAPRE3	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
MAP2K4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KCNQ5	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
HCN1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
HCFC1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
GABRA1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
FAM214B	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CHD4	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
BRINP3	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CACNA1H	34	186	13	207	0.000883805988698	0.0017676119774	2.91066997519	3.05364
UNC79	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
SULF1	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
PLXNA4	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
NIPBL	21	199	5	215	0.000925300456901	0.0018506009138	4.53768844221	3.03372
ADGRV1	58	162	31	189	0.000960801173338	0.00192160234668	2.18279569892	3.01737
XYLT2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
MAP4K4	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
MAGI2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
CHRD	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
CDH18	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
DNAH10	45	175	21	199	0.000982158445341	0.00196431689068	2.43673469388	3.00782
MYO3A	26	194	8	212	0.000992811743019	0.00198562348604	3.55154639175	3.00313
CNTNAP2	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
MECOM	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CNOT1	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
ABCB1	17	203	3	217	0.00103233872537	0.00206467745073	6.05747126437	2.98618
CSMD2	35	185	14	206	0.00108327261593	0.00216654523186	2.78378378378	2.96526
ASH1L	29	191	10	210	0.00108331915823	0.00216663831647	3.18848167539	2.96524
TENM3	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
ITPR1	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
DYSF	24	196	7	213	0.00117860101141	0.00235720202282	3.72594752187	2.92863
VPS13B	43	177	20	200	0.00126928126908	0.00253856253815	2.42937853107	2.89644
COL6A3	33	187	13	207	0.00136759712512	0.00273519425024	2.80995475113	2.86404
PTPRS	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
LAMA1	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
KIF21A	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
TEAD2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
SRGAP1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
SOGA3	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
SALL4	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
PYGB	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
PAX3	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
NOL4	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
GNAS	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
CASR	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
AP2A2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ALX4	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ADCY1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ABLIM3	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ABCA5	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
NCOR1	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
HECW1	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
CIC	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
BCOR	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
PCDH15	25	195	8	212	0.00160703088693	0.00321406177387	3.39743589744	2.79398
NRXN1	25	195	8	212	0.00160703088693	0.00321406177387	3.39743589744	2.79398
CUBN	28	192	10	210	0.00171198860974	0.00342397721948	3.0625	2.7665
MYH6	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
GREB1L	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
DIP2C	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
DIDO1	18	202	4	216	0.00173543469883	0.00347086939767	4.81188118812	2.76059
TRHDE	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
SNX13	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
SMC1B	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
SLITRK2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
RB1CC1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PRKD1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
NUP210L	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
MAP7D1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
LRRC7	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
LARP4B	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
CTTNBP2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
CACNA2D1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
ARAP1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
ADGRB3	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
UBE3A	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
TGFBR1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
SLC12A6	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PLCB3	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PIWIL1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
PABPC4L	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
NMUR2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
NCAM2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MCTP1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MARCH4	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
MAP2K7	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
LRFN2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
LOXL3	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
KLHL34	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
KCNC3	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
HHIP	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
GRIN2B	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
GPSM2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
DCAF12L2	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
CYP7B1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
CNGB3	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
AGBL5	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
ACTA1	9	211	0	220	0.00179677877533	0.00359355755067	inf	2.74551
KIAA0430	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
CTNND1	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
CREBBP	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
CNTNAP4	16	204	3	217	0.00182947072776	0.00365894145551	5.67320261438	2.73767
MACF1	42	178	20	200	0.00187080104287	0.00374160208574	2.3595505618	2.72797
CSMD1	47	173	24	196	0.00206188811142	0.00412377622284	2.21868978805	2.68573
DNAH8	39	181	18	202	0.00210065534373	0.00420131068746	2.41804788214	2.67765
SRCAP	26	194	9	211	0.00210728161827	0.00421456323653	3.14203894616	2.67628
CHD7	26	194	9	211	0.00210728161827	0.00421456323653	3.14203894616	2.67628
USH2A	43	177	21	199	0.00212130132002	0.00424260264004	2.30212536992	2.6734
SETD1B	29	191	11	209	0.00215053222849	0.00430106445697	2.88481675393	2.66745
MEGF8	29	191	11	209	0.00215053222849	0.00430106445697	2.88481675393	2.66745
THSD7A	21	199	6	214	0.00227440871871	0.00454881743742	3.76381909548	2.64313
PXDN	21	199	6	214	0.00227440871871	0.00454881743742	3.76381909548	2.64313
DOPEY1	21	199	6	214	0.00227440871871	0.00454881743742	3.76381909548	2.64313
FREM2	33	187	14	206	0.00250796194668	0.00501592389335	2.59663865546	2.60068
GLI3	24	196	8	212	0.00257327698918	0.00514655397836	3.24489795918	2.58951
ZC3H18	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
UBR5	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
TMEM132D	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
TIAM1	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
KIF1B	19	201	5	215	0.00263423804168	0.00526847608335	4.06467661692	2.57934
MYH14	27	193	10	210	0.00267685135124	0.00535370270248	2.9378238342	2.57238
RELN	41	179	20	200	0.00273129193571	0.00546258387142	2.2905027933	2.56363
WNK3	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
TGIF1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
SLC12A5	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
RAF1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
KCNQ2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
JAKMIP1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
IRX1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
GRIA1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
FGFR2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
ERC2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
CYFIP2	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
CHL1	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
CASC5	11	209	1	219	0.00285289501493	0.00570579002986	11.5263157895	2.54471
PTCHD2	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
ITPR2	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
EPHA5	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
ELMO1	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
BTAF1	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
BMP1	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
ADAMTS9	17	203	4	216	0.00296823073117	0.00593646146235	4.52216748768	2.5275
SYNE2	38	182	18	202	0.00308730684667	0.00617461369334	2.3431013431	2.51042
SPTA1	38	182	18	202	0.00308730684667	0.00617461369334	2.3431013431	2.51042
SBF1	22	198	7	213	0.00311210965592	0.00622421931185	3.38095238095	2.50695
ADAMTSL4	22	198	7	213	0.00311210965592	0.00622421931185	3.38095238095	2.50695
PTPRT	31	189	13	207	0.0031759607375	0.00635192147501	2.61172161172	2.49812
COL27A1	31	189	13	207	0.0031759607375	0.00635192147501	2.61172161172	2.49812
WBSCR17	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
TTC3	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
TRPC5	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
PDGFRA	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
EPHA7	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
DICER1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CNTN1	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
CARD11	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
BNC2	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
ARHGAP35	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
ABCC9	15	205	3	217	0.00320802815217	0.00641605630435	5.29268292683	2.49376
ZMYND8	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ZFYVE28	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
WASL	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
SETBP1	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
RPS6KA2	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
PSME4	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
PRKCI	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
NRDC	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
HDAC9	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
FSTL5	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
DCLK1	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
CLEC16A	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ATAD5	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
ADCY5	13	207	2	218	0.00323443334256	0.00646886668513	6.84541062802	2.4902
KMT2A	25	195	9	211	0.00331319517558	0.00662639035117	3.0056980057	2.47975
KMT2C	35	185	16	204	0.00343776523428	0.00687553046855	2.41216216216	2.46372
DNAH1	35	185	16	204	0.00343776523428	0.00687553046855	2.41216216216	2.46372
HMCN1	39	181	19	201	0.00350721336098	0.00701442672195	2.27944169817	2.45504
ZBTB41	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
YTHDF2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
XPR1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
UPF1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
TXLNB	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
TRPC7	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
THOC2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SOX7	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SLC8A2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
SATB2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
RXRG	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
RNF128	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PRSS35	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
PLCL2	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
OLFM1	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
NEFM	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
NDUFA10	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
MVK	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
MLIP	8	212	0	220	0.00366136052332	0.00732272104664	inf	2.43636
