#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
PCDHGB3 21 435 2 454 2.71968180269e-05 5.43936360537e-05 10.9586206897 4.56548
PCDHA2 21 435 2 454 2.71968180269e-05 5.43936360537e-05 10.9586206897 4.56548
SCN10A 18 438 1 455 3.27318579882e-05 6.54637159764e-05 18.698630137 4.48503
ROBO1 23 433 3 453 3.54061707355e-05 7.0812341471e-05 8.0207852194 4.45092
DNHD1 25 431 4 452 4.07390252917e-05 8.14780505833e-05 6.55452436195 4.38999
MTUS2 31 425 7 449 4.20904739751e-05 8.41809479502e-05 4.67865546218 4.37582
ATP10A 31 425 7 449 4.20904739751e-05 8.41809479502e-05 4.67865546218 4.37582
NRXN1 27 429 5 451 4.32927875876e-05 8.65855751752e-05 5.67692307692 4.36358
TMEM132C 20 436 2 454 5.09077935765e-05 0.000101815587153 10.4128440367 4.29322
AHNAK2 79 377 39 417 5.27671221955e-05 0.000105534244391 2.24056315038 4.27764
IRX1 14 442 0 456 5.51560447177e-05 0.000110312089435 inf 4.25841
CFAP47 14 442 0 456 5.51560447177e-05 0.000110312089435 inf 4.25841
CMYA5 41 415 13 443 5.56947473023e-05 0.000111389494604 3.36663577386 4.25419
FREM2 34 422 9 447 5.97535184756e-05 0.000119507036951 4.00157977883 4.22364
LRP1B 44 412 15 441 6.24162031591e-05 0.000124832406318 3.13980582524 4.2047
COL5A1 44 412 15 441 6.24162031591e-05 0.000124832406318 3.13980582524 4.2047
PIK3CG 17 439 1 455 6.33245751305e-05 0.000126649150261 17.6195899772 4.19843
MYO5B 17 439 1 455 6.33245751305e-05 0.000126649150261 17.6195899772 4.19843
MAGI2 17 439 1 455 6.33245751305e-05 0.000126649150261 17.6195899772 4.19843
VPS13B 22 434 3 453 6.43729947264e-05 0.000128745989453 7.65437788018 4.1913
TRPS1 22 434 3 453 6.43729947264e-05 0.000128745989453 7.65437788018 4.1913
TNC 32 424 8 448 6.58970332217e-05 0.000131794066443 4.22641509434 4.18113
MSN 32 424 8 448 6.58970332217e-05 0.000131794066443 4.22641509434 4.18113
APOB 32 424 8 448 6.58970332217e-05 0.000131794066443 4.22641509434 4.18113
ZNF423 24 432 4 452 7.23387833851e-05 0.00014467756677 6.27777777778 4.14063
NWD1 24 432 4 452 7.23387833851e-05 0.00014467756677 6.27777777778 4.14063
HMCN1 42 414 14 442 7.44157048149e-05 0.00014883140963 3.20289855072 4.12834
CSMD3 42 414 14 442 7.44157048149e-05 0.00014883140963 3.20289855072 4.12834
ADAMTS2 28 428 6 450 7.45971771483e-05 0.000149194354297 4.90654205607 4.12728
COL4A1 26 430 5 451 7.53860380291e-05 0.000150772076058 5.45395348837 4.12271
LAMA5 37 419 11 445 7.55284990232e-05 0.000151056998046 3.57235842916 4.12189
SCN2A 19 437 2 454 9.48078731256e-05 0.000189615746251 9.86956521739 4.02316
PCDHA4 19 437 2 454 9.48078731256e-05 0.000189615746251 9.86956521739 4.02316
FAM47A 19 437 2 454 9.48078731256e-05 0.000189615746251 9.86956521739 4.02316
UNC80 31 425 8 448 0.000109265629109 0.000218531258218 4.08470588235 3.96152
SFMBT2 31 425 8 448 0.000109265629109 0.000218531258218 4.08470588235 3.96152
MXRA5 31 425 8 448 0.000109265629109 0.000218531258218 4.08470588235 3.96152
ZFR 13 443 0 456 0.000111930664111 0.000223861328222 inf 3.95105
PCDHB5 13 443 0 456 0.000111930664111 0.000223861328222 inf 3.95105
CLEC14A 13 443 0 456 0.000111930664111 0.000223861328222 inf 3.95105
SHROOM2 21 435 3 453 0.000116350797334 0.000232701594668 7.28965517241 3.93423
NID1 21 435 3 453 0.000116350797334 0.000232701594668 7.28965517241 3.93423
CDH11 21 435 3 453 0.000116350797334 0.000232701594668 7.28965517241 3.93423
ANK2 36 420 11 445 0.000121095963428 0.000242191926856 3.46753246753 3.91687
ADGRV1 36 420 11 445 0.000121095963428 0.000242191926856 3.46753246753 3.91687
CHL1 16 440 1 455 0.000122030145222 0.000244060290445 16.5454545455 3.91353
ADAMTS5 16 440 1 455 0.000122030145222 0.000244060290445 16.5454545455 3.91353
PKHD1 27 429 6 450 0.000126929743284 0.000253859486567 4.72027972028 3.89644
DNAH14 27 429 6 450 0.000126929743284 0.000253859486567 4.72027972028 3.89644
PXDNL 23 433 4 452 0.000127635753668 0.000255271507336 6.00230946882 3.89403
KNDC1 23 433 4 452 0.000127635753668 0.000255271507336 6.00230946882 3.89403
PCDHB7 25 431 5 451 0.000130406470228 0.000260812940456 5.23201856148 3.8847
DNAH3 39 417 13 443 0.00013868927806 0.00027737855612 3.18705035971 3.85796
NEB 64 392 30 426 0.000143936648708 0.000287873297416 2.31836734694 3.84183
FAT1 42 414 15 441 0.000150496664068 0.000300993328137 2.98260869565 3.82247
KMT2C 69 387 34 422 0.00016884189337 0.00033768378674 2.2129502964 3.77252
PCDHGA1 18 438 2 454 0.000175606356131 0.000351212712262 9.32876712329 3.75546
SPEG 35 421 11 445 0.000192808241264 0.000385616482529 3.36320449147 3.71487
PCDHA3 35 421 11 445 0.000192808241264 0.000385616482529 3.36320449147 3.71487
TENM1 20 436 3 453 0.000208980963908 0.000417961927816 6.92660550459 3.67989
RIMBP2 20 436 3 453 0.000208980963908 0.000417961927816 6.92660550459 3.67989
PCDHA1 20 436 3 453 0.000208980963908 0.000417961927816 6.92660550459 3.67989
ABCA7 20 436 3 453 0.000208980963908 0.000417961927816 6.92660550459 3.67989
ABCA4 26 430 6 450 0.000214456789942 0.000428913579885 4.53488372093 3.66866
FLNC 38 418 13 443 0.00021662516748 0.000433250334961 3.0979020979 3.66429
SCN9A 22 434 4 452 0.000223690526676 0.000447381053353 5.72811059908 3.65035
PCDHB12 22 434 4 452 0.000223690526676 0.000447381053353 5.72811059908 3.65035
PCDHGB6 12 444 0 456 0.000226886481306 0.000453772962613 inf 3.64419
PCDHAC2 12 444 0 456 0.000226886481306 0.000453772962613 inf 3.64419
MMP20 12 444 0 456 0.000226886481306 0.000453772962613 inf 3.64419
GRIK1 12 444 0 456 0.000226886481306 0.000453772962613 inf 3.64419
GRM3 15 441 1 455 0.000234163500393 0.000468327000786 15.4761904762 3.63048
CDH12 15 441 1 455 0.000234163500393 0.000468327000786 15.4761904762 3.63048
LAMA1 36 420 12 444 0.000257798356641 0.000515596713283 3.17142857143 3.58872
ZNF469 31 425 9 447 0.000258646348277 0.000517292696554 3.62274509804 3.58729
SACS 39 417 14 442 0.000279388156169 0.000558776312339 2.95272353546 3.55379
NBPF20 39 417 14 442 0.000279388156169 0.000558776312339 2.95272353546 3.55379
DST 39 417 14 442 0.000279388156169 0.000558776312339 2.95272353546 3.55379
MUC4 146 310 99 357 0.000286988085156 0.000573976170313 1.69833822092 3.54214
CNTNAP2 29 427 8 448 0.0002940658096 0.000588131619199 3.80327868852 3.53156
RTL1 17 439 2 454 0.000323362670839 0.000646725341679 8.79043280182 3.49031
PCDHGA5 17 439 2 454 0.000323362670839 0.000646725341679 8.79043280182 3.49031
CDON 17 439 2 454 0.000323362670839 0.000646725341679 8.79043280182 3.49031
STAB1 27 429 7 449 0.000328783926948 0.000657567853895 4.03696303696 3.48309
HECTD4 27 429 7 449 0.000328783926948 0.000657567853895 4.03696303696 3.48309
BSN 27 429 7 449 0.000328783926948 0.000657567853895 4.03696303696 3.48309
DYNC1H1 37 419 13 443 0.000335952530953 0.000671905061905 3.00917936479 3.47372
MUC2 81 375 45 411 0.000367471738668 0.000734943477336 1.9728 3.43478
SNTG2 19 437 3 453 0.00037284171027 0.000745683420539 6.5652173913 3.42848
SETX 19 437 3 453 0.00037284171027 0.000745683420539 6.5652173913 3.42848
SEMA5B 19 437 3 453 0.00037284171027 0.000745683420539 6.5652173913 3.42848
MYH13 19 437 3 453 0.00037284171027 0.000745683420539 6.5652173913 3.42848
GRIA4 19 437 3 453 0.00037284171027 0.000745683420539 6.5652173913 3.42848
MAP2 23 433 5 451 0.00038200181697 0.000764003633939 4.79122401848 3.41793
MACF1 23 433 5 451 0.00038200181697 0.000764003633939 4.79122401848 3.41793
CHD5 23 433 5 451 0.00038200181697 0.000764003633939 4.79122401848 3.41793
ADGRG4 23 433 5 451 0.00038200181697 0.000764003633939 4.79122401848 3.41793
SORCS1 21 435 4 452 0.000389234261024 0.000778468522048 5.45517241379 3.40979
FLNA 21 435 4 452 0.000389234261024 0.000778468522048 5.45517241379 3.40979
HERC2 50 406 22 434 0.000404265081196 0.000808530162392 2.42946708464 3.39333
ANKRD11 30 426 9 447 0.000415390905714 0.000830781811429 3.49765258216 3.38154
RYR3 44 412 18 438 0.000436029653457 0.000872059306913 2.59870550162 3.36048
SLITRK4 14 442 1 455 0.000447267614292 0.000894535228585 14.4117647059 3.34943
PLXNB3 14 442 1 455 0.000447267614292 0.000894535228585 14.4117647059 3.34943
HTR1A 14 442 1 455 0.000447267614292 0.000894535228585 14.4117647059 3.34943
CNTN1 14 442 1 455 0.000447267614292 0.000894535228585 14.4117647059 3.34943
AFF2 14 442 1 455 0.000447267614292 0.000894535228585 14.4117647059 3.34943
RANGAP1 11 445 0 456 0.000459381392488 0.000918762784976 inf 3.33783
PLPPR4 11 445 0 456 0.000459381392488 0.000918762784976 inf 3.33783
CCDC150 11 445 0 456 0.000459381392488 0.000918762784976 inf 3.33783
ARMC5 11 445 0 456 0.000459381392488 0.000918762784976 inf 3.33783
ALG1 11 445 0 456 0.000459381392488 0.000918762784976 inf 3.33783
MEGF8 28 428 8 448 0.000476984829835 0.00095396965967 3.66355140187 3.3215
VPS13D 33 423 11 445 0.000478182253886 0.000956364507772 3.15602836879 3.32041
SYNE2 33 423 11 445 0.000478182253886 0.000956364507772 3.15602836879 3.32041
PTPRT 33 423 11 445 0.000478182253886 0.000956364507772 3.15602836879 3.32041
DNAH17 55 401 26 430 0.000505878805987 0.00101175761198 2.26836754268 3.29595
NCOR2 45 411 19 437 0.000523645415787 0.00104729083157 2.51824817518 3.28096
ZNF831 26 430 7 449 0.00053955724896 0.00107911449792 3.87840531561 3.26796
NLRP4 26 430 7 449 0.00053955724896 0.00107911449792 3.87840531561 3.26796
CTNND2 31 425 10 446 0.000564945345838 0.00112989069168 3.25317647059 3.24799
SLIT2 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
RASGRF1 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
PCDHGA12 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
PCDHB4 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
PCDHA10 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
NPAP1 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
LRRC4B 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
ALK 16 440 2 454 0.000591674705957 0.00118334941191 8.25454545455 3.22792
UNC79 24 432 6 450 0.000598462230256 0.00119692446051 4.16666666667 3.22296
TSHZ3 24 432 6 450 0.000598462230256 0.00119692446051 4.16666666667 3.22296
DNAH2 24 432 6 450 0.000598462230256 0.00119692446051 4.16666666667 3.22296
CACNA1B 24 432 6 450 0.000598462230256 0.00119692446051 4.16666666667 3.22296
ANKRD30A 24 432 6 450 0.000598462230256 0.00119692446051 4.16666666667 3.22296
KMT2D 46 410 20 436 0.000621536661573 0.00124307332315 2.44585365854 3.20653
PKD1L1 22 434 5 451 0.000646331527912 0.00129266305582 4.57235023041 3.18954
DLGAP2 22 434 5 451 0.000646331527912 0.00129266305582 4.57235023041 3.18954
EP400 40 416 16 440 0.000657639672982 0.00131527934596 2.64423076923 3.18201
SCN1A 18 438 3 453 0.000660397254165 0.00132079450833 6.20547945205 3.18019
NGEF 18 438 3 453 0.000660397254165 0.00132079450833 6.20547945205 3.18019
XIRP2 29 427 9 447 0.000661901441911 0.00132380288382 3.3731459797 3.17921
TRIO 29 427 9 447 0.000661901441911 0.00132380288382 3.3731459797 3.17921
PCDHGB1 20 436 4 452 0.000672131796776 0.00134426359355 5.18348623853 3.17255
IGSF10 20 436 4 452 0.000672131796776 0.00134426359355 5.18348623853 3.17255
ALPK2 20 436 4 452 0.000672131796776 0.00134426359355 5.18348623853 3.17255
FCGBP 58 398 29 427 0.000738190784848 0.0014763815697 2.14572864322 3.13183
WNK1 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
TRPC4 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
SYCP2L 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
SSC5D 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
SIN3A 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
PTPRZ1 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
MROH9 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
MOV10L1 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
KPRP 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
F8 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
CNTNAP5 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
CCKBR 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
AR 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
ADCY9 13 443 1 455 0.000850000716224 0.00170000143245 13.3521444695 3.07058
COL5A2 25 431 7 449 0.000878234989329 0.00175646997866 3.72058336095 3.05639
TRRAP 30 426 10 446 0.000885624578025 0.00177124915605 3.14084507042 3.05275
UNC13C 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
SLTM 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
SLC6A19 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
RALGAPB 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
POU3F4 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
OTUD7A 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
MYRF 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
MAGEE1 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
KL 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
FAM110B 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
ESX1 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
CNTN5 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
CHERP 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
CCDC146 10 446 0 456 0.000929062816198 0.0018581256324 inf 3.03195
C5orf42 33 423 12 444 0.000955037975984 0.00191007595197 2.8865248227 3.01998
TIAM1 23 433 6 450 0.000987607896791 0.00197521579358 3.98383371824 3.00542
PCDHA8 23 433 6 450 0.000987607896791 0.00197521579358 3.98383371824 3.00542
NAV2 23 433 6 450 0.000987607896791 0.00197521579358 3.98383371824 3.00542
GGT1 23 433 6 450 0.000987607896791 0.00197521579358 3.98383371824 3.00542
AP3D1 23 433 6 450 0.000987607896791 0.00197521579358 3.98383371824 3.00542
STAB2 28 428 9 447 0.00104606622612 0.00209213245225 3.2492211838 2.98044
PEG3 28 428 9 447 0.00104606622612 0.00209213245225 3.2492211838 2.98044
FRY 28 428 9 447 0.00104606622612 0.00209213245225 3.2492211838 2.98044
SIM1 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
PCMTD1 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
PCDH7 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
NALCN 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
GPR179 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
EPHA5 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
EEF1B2 15 441 2 454 0.00107516366417 0.00215032732835 7.72108843537 2.96853
RELN 21 435 5 451 0.00108451794529 0.00216903589057 4.35448275862 2.96476
GRM1 21 435 5 451 0.00108451794529 0.00216903589057 4.35448275862 2.96476
GRID1 21 435 5 451 0.00108451794529 0.00216903589057 4.35448275862 2.96476
PCDHB8 31 425 11 445 0.00114953813045 0.0022990762609 2.95080213904 2.93948
FAT2 31 425 11 445 0.00114953813045 0.0022990762609 2.95080213904 2.93948
NOS1 19 437 4 452 0.00115118025549 0.00230236051098 4.91304347826 2.93886
FRMPD3 19 437 4 452 0.00115118025549 0.00230236051098 4.91304347826 2.93886
THSD7B 17 439 3 453 0.00116064845418 0.00232129690837 5.84738041002 2.9353
SALL3 17 439 3 453 0.00116064845418 0.00232129690837 5.84738041002 2.9353
SALL1 17 439 3 453 0.00116064845418 0.00232129690837 5.84738041002 2.9353
MYCBP2 17 439 3 453 0.00116064845418 0.00232129690837 5.84738041002 2.9353
GRIA2 17 439 3 453 0.00116064845418 0.00232129690837 5.84738041002 2.9353
CRMP1 17 439 3 453 0.00116064845418 0.00232129690837 5.84738041002 2.9353
PDZD2 34 422 13 443 0.00119758840827 0.00239517681653 2.74553408677 2.92169
NOTCH1 34 422 13 443 0.00119758840827 0.00239517681653 2.74553408677 2.92169
DNAH11 34 422 13 443 0.00119758840827 0.00239517681653 2.74553408677 2.92169
FLG 64 392 35 421 0.00136447236931 0.00272894473862 1.9638483965 2.86504
PCDHB10 29 427 10 446 0.00137678199688 0.00275356399376 3.02903981265 2.86113
DNAH5 41 415 18 438 0.00138810199425 0.0027762039885 2.40401606426 2.85758
UBR4 48 408 23 433 0.00139420872638 0.00278841745277 2.21483375959 2.85567
WDFY3 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
TMEM132D 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
RIMS2 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
PDZRN3 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
FN1 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
DNAH7 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
CUBN 24 432 7 449 0.00141721866179 0.00283443732358 3.56349206349 2.84856
FBN3 38 418 16 440 0.00144602692075 0.00289205384149 2.5 2.83982
CACNA1E 32 424 12 444 0.00145438689252 0.00290877378504 2.79245283019 2.83732
MUC5B 65 391 36 420 0.00148974781409 0.00297949562818 1.93947144075 2.82689
WDR11 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
TBXA2R 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
SLC35D3 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
RXFP3 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
PLCB2 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
NSD1 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
KCNA1 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
GRIN2D 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
GRIN2B 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
FBXL7 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
EML2 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
COL4A6 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
ANKRD30B 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
ANKHD1 12 444 1 455 0.00160635628765 0.0032127125753 12.2972972973 2.79416
SLITRK5 22 434 6 450 0.00161554046803 0.00323108093607 3.80184331797 2.79168
PLXNA3 22 434 6 450 0.00161554046803 0.00323108093607 3.80184331797 2.79168
MAP1B 22 434 6 450 0.00161554046803 0.00323108093607 3.80184331797 2.79168
HUWE1 22 434 6 450 0.00161554046803 0.00323108093607 3.80184331797 2.79168
COL6A6 22 434 6 450 0.00161554046803 0.00323108093607 3.80184331797 2.79168
PCDHA12 27 429 9 447 0.00163902516351 0.00327805032703 3.12587412587 2.78541
HRNR 62 394 34 422 0.00170090257282 0.00340180514563 1.95312033443 2.76932
SDK1 36 420 15 441 0.00177972433639 0.00355944867277 2.52 2.74965
PCDH19 20 436 5 451 0.00180372193979 0.00360744387957 4.1376146789 2.74383
NCOR1 20 436 5 451 0.00180372193979 0.00360744387957 4.1376146789 2.74383
FAM186A 20 436 5 451 0.00180372193979 0.00360744387957 4.1376146789 2.74383
ZNF534 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ZNF425 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ZFPM2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
UBN2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
TRIM51 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
TRIM42 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
SYTL2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
SPRED2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
SLC7A14 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
SLC18A3 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
RAB11FIP3 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
PARP1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
NYAP2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
KRT31 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
KLHL34 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
IGSF9 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
HSPA2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
HRG 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
HHIPL2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
FZD1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ERVFRD-1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
EDNRB 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
CCR6 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
CCDC141 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
CACNB4 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ARHGEF4 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
PKHD1L1 25 431 8 448 0.00193660292798 0.00387320585596 3.24825986079 2.71296
