#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
GRIK3 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
ADGRB3 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
CD58 17 203 3 217 0.00103233872537 0.00206467745073 6.05747126437 2.98618
ARFGEF1 17 203 3 217 0.00103233872537 0.00206467745073 6.05747126437 2.98618
UNC80 35 185 14 206 0.00108327261593 0.00216654523186 2.78378378378 2.96526
NRXN2 24 196 7 213 0.00117860101141 0.00235720202282 3.72594752187 2.92863
UBR5 22 198 6 214 0.0013756254215 0.002751250843 3.96296296296 2.8615
CNTNAP2 22 198 6 214 0.0013756254215 0.002751250843 3.96296296296 2.8615
CIC 22 198 6 214 0.0013756254215 0.002751250843 3.96296296296 2.8615
IRX1 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
GRIA4 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
KMT2A 37 183 16 204 0.00154916458981 0.00309832917963 2.57786885246 2.8099
BCOR 20 200 5 215 0.00156975909581 0.00313951819162 4.3 2.80417
SULF1 25 195 8 212 0.00160703088693 0.00321406177387 3.39743589744 2.79398
DOCK2 34 186 14 206 0.00165662320026 0.00331324640051 2.68970814132 2.78078
PTPRS 31 189 12 208 0.00171896258216 0.00343792516433 2.8430335097 2.76473
ATRX 31 189 12 208 0.00171896258216 0.00343792516433 2.8430335097 2.76473
MAGI2 18 202 4 216 0.00173543469883 0.00347086939767 4.81188118812 2.76059
RPS6KA2 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
VSTM2A 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
TGFBR1 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
PRSS35 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
NR0B1 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
NLGN4Y 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
ATL1 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
ARHGEF3 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
ACTA1 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
TSHZ3 38 182 17 203 0.00181456827428 0.00362913654855 2.49321266968 2.74123
FBN1 38 182 17 203 0.00181456827428 0.00362913654855 2.49321266968 2.74123
MAP4K4 16 204 3 217 0.00182947072776 0.00365894145551 5.67320261438 2.73767
CACNA1B 32 188 13 207 0.00209496210612 0.00418992421224 2.71031096563 2.67882
NRXN1 26 194 9 211 0.00210728161827 0.00421456323653 3.14203894616 2.67628
CACNA1D 26 194 9 211 0.00210728161827 0.00421456323653 3.14203894616 2.67628
PCLO 77 143 49 171 0.00215384195448 0.00430768390897 1.87912087912 2.66679
PTPRK 21 199 6 214 0.00227440871871 0.00454881743742 3.76381909548 2.64313
KCNB2 21 199 6 214 0.00227440871871 0.00454881743742 3.76381909548 2.64313
GLUD2 19 201 5 215 0.00263423804168 0.00526847608335 4.06467661692 2.57934
RIMS2 37 183 17 203 0.00269088007822 0.00538176015644 2.41433622629 2.57011
PDE2A 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
OXR1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
NLGN4X 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
KCNC3 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
JAKMIP1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
GRIA1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
EFEMP1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
CYFIP2 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
CDH6 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
BCL11A 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
HECW1 34 186 15 205 0.00295621785806 0.00591243571612 2.4982078853 2.52926
SIN3A 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
NRXN3 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
LARP4B 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
HDAC9 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
ELMO1 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
LRRC7 22 198 7 213 0.00311210965592 0.00622421931185 3.38095238095 2.50695
GRM5 22 198 7 213 0.00311210965592 0.00622421931185 3.38095238095 2.50695
PCDHA2 31 189 13 207 0.0031759607375 0.00635192147501 2.61172161172 2.49812
ZNF451 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
ZBTB20 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
WBSCR17 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
TRPC5 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
CACNA2D1 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
WASL 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
RAF1 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
PRKCI 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
NOL4 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
FRMPD4 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
EPHB1 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
ALX4 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
TENM3 28 192 11 209 0.00331223812267 0.00662447624534 2.77083333333 2.47988
DENND4B 28 192 11 209 0.00331223812267 0.00662447624534 2.77083333333 2.47988
RYR3 73 147 47 173 0.00365316847766 0.00730633695532 1.82790563034 2.43733
SDK1 82 138 55 165 0.00365844684669 0.00731689369338 1.78260869565 2.4367
ZNF583 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
XPR1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
XKR4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
THOC2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ST8SIA4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
SLITRK4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
RXRG 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
PAQR9 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
MMP16 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
KLHL4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
KLF3 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
KCNG2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
KCNA6 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
FAM78B 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
CLTC 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
CAPN6 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
BRINP2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
B2M 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ACVR2B 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ZC3H18 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
TLN1 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
GREB1L 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
GIGYF1 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
BCL9L 32 188 14 206 0.00375751063413 0.00751502126827 2.50455927052 2.4251
NFASC 44 176 23 197 0.00380800433635 0.00761600867269 2.14130434783 2.4193
ERICH6B 54 166 31 189 0.00382388291126 0.00764776582252 1.98328799067 2.4175
CSMD2 54 166 31 189 0.00382388291126 0.00764776582252 1.98328799067 2.4175
HECTD4 29 191 12 208 0.00400926165918 0.00801852331836 2.63176265271 2.39694
PLXNA1 23 197 8 212 0.00407414656932 0.00814829313864 3.09390862944 2.38996
CNTN1 18 202 5 215 0.00436972516793 0.00873945033587 3.83168316832 2.35955
CASR 18 202 5 215 0.00436972516793 0.00873945033587 3.83168316832 2.35955
ATP2B3 18 202 5 215 0.00436972516793 0.00873945033587 3.83168316832 2.35955
MYCBP2 46 174 25 195 0.00460010926054 0.00920021852107 2.06206896552 2.33723
ASH1L 46 174 25 195 0.00460010926054 0.00920021852107 2.06206896552 2.33723
PPFIA2 21 199 7 213 0.00497075861036 0.00994151722072 3.21105527638 2.30358
CDH9 21 199 7 213 0.00497075861036 0.00994151722072 3.21105527638 2.30358
AFF4 21 199 7 213 0.00497075861036 0.00994151722072 3.21105527638 2.30358
TRPC3 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
TLR7 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
SNX13 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
SLITRK5 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
DICER1 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
SBF1 27 193 11 209 0.00504515080765 0.0100903016153 2.65803108808 2.29713
CLUH 27 193 11 209 0.00504515080765 0.0100903016153 2.65803108808 2.29713
NAV3 38 182 19 201 0.00506060985255 0.0101212197051 2.20879120879 2.2958
TNRC6B 24 196 9 211 0.00514993326184 0.0102998665237 2.87074829932 2.2882
NOS3 24 196 9 211 0.00514993326184 0.0102998665237 2.87074829932 2.2882
NIPBL 24 196 9 211 0.00514993326184 0.0102998665237 2.87074829932 2.2882
ZNF326 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SSTR4 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SLC12A6 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
PTK2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
PTBP2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
OAS2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
MEIS1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
MED23 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
DHX30 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
DCAF12L2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
CPSF2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
CHN1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
CELF4 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
WDR7 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
DCLK1 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
CCNA1 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
GNAS 39 181 20 200 0.00565350306844 0.0113070061369 2.1546961326 2.24768
UGT3A2 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
SLC12A2 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
PRKCB 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
PIK3R1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
KCNN3 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
KCNH4 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
HTR1E 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
HCFC1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
FGFR2 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
DDX17 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
RYR1 88 132 62 158 0.00590071613348 0.011801432267 1.69892473118 2.2291
WWP1 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
MYO1F 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
DYNC1H1 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
ATP2B2 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
FREM2 55 165 33 187 0.00601788846158 0.0120357769232 1.88888888889 2.22056
UNC13C 62 158 39 181 0.00619930257703 0.0123986051541 1.8211619604 2.20766
GRIN2A 25 195 10 210 0.00632797906888 0.0126559581378 2.69230769231 2.19873
SETBP1 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
MED12L 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
MECOM 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
HUWE1 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
DIP2C 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
CADPS 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
SCN3A 32 188 15 205 0.0064232145007 0.0128464290014 2.32624113475 2.19225
MEGF8 46 174 26 194 0.00697324285524 0.0139464857105 1.97259062776 2.15657
FLNA 29 191 13 207 0.00706521781591 0.0141304356318 2.41763995167 2.15087
BIRC6 58 162 36 184 0.00715402193926 0.0143080438785 1.82990397805 2.14545
WNK3 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
PCDH18 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
KCND2 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
DLG2 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
ACACA 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
DNAH5 84 136 59 161 0.00721405655945 0.0144281131189 1.68544366899 2.14182
UNC79 37 183 19 201 0.00722800823606 0.0144560164721 2.13891285591 2.14098
IRF5 33 187 16 204 0.00731932893347 0.0146386578669 2.25 2.13553
ZIC3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
XK 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
XIAP 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
TRIM2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
SF3B1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
RNF8 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
PROX1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
OPCML 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NT5C2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NRAS 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NR4A2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NPTX2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
MSL3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
LAMP2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
KCNV1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
IL1RAPL1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
HRH2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
GK5 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
GIPC3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
FOXO4 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
DDX23 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
DCX 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
CUL3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
CNR1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
CDR2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
CDK8 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
AKT3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
AKT1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
ACVR1B 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
TENM1 42 178 23 197 0.00755696734766 0.0151139346953 2.02100635076 2.12165
SORCS1 26 194 11 209 0.00759656620142 0.0151931324028 2.54639175258 2.11938
PCDH9 26 194 11 209 0.00759656620142 0.0151931324028 2.54639175258 2.11938
BTAF1 20 200 7 213 0.00784237124496 0.0156847424899 3.04285714286 2.10555
SMARCA4 23 197 9 211 0.00790970216301 0.015819404326 2.73716864072 2.10184
SRCAP 43 177 24 196 0.00822600165581 0.0164520033116 1.98399246704 2.08481
ITPR1 34 186 17 203 0.00825323899644 0.0165064779929 2.18279569892 2.08338
SLC24A2 15 205 4 216 0.00837761849374 0.0167552369875 3.9512195122 2.07688
PLPPR4 15 205 4 216 0.00837761849374 0.0167552369875 3.9512195122 2.07688
PCDH20 15 205 4 216 0.00837761849374 0.0167552369875 3.9512195122 2.07688
CDC42BPB 15 205 4 216 0.00837761849374 0.0167552369875 3.9512195122 2.07688
AGTPBP1 15 205 4 216 0.00837761849374 0.0167552369875 3.9512195122 2.07688
NALCN 39 181 21 199 0.00881888471425 0.0176377694285 2.04183109708 2.05459
MYH2 39 181 21 199 0.00881888471425 0.0176377694285 2.04183109708 2.05459
MAP1B 44 176 25 195 0.00890897826815 0.0178179565363 1.95 2.05017
ZNF462 27 193 12 208 0.00894420434887 0.0178884086978 2.42487046632 2.04846
LCT 27 193 12 208 0.00894420434887 0.0178884086978 2.42487046632 2.04846
F8 27 193 12 208 0.00894420434887 0.0178884086978 2.42487046632 2.04846
COL27A1 50 170 30 190 0.00923487265835 0.0184697453167 1.86274509804 2.03457
SYT16 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
SNAP91 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
SLITRK1 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
RUNX1T1 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
RPTOR 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
LRFN2 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
KCNT2 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
KCNQ2 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
CTNNA1 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
CHD4 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
ADAMTS9 24 196 10 210 0.00955810466884 0.0191162093377 2.57142857143 2.01963
RAPGEF2 18 202 6 214 0.00957618654671 0.0191523730934 3.17821782178 2.01881
CAMTA1 18 202 6 214 0.00957618654671 0.0191523730934 3.17821782178 2.01881
ADCY5 18 202 6 214 0.00957618654671 0.0191523730934 3.17821782178 2.01881
DENND5B 21 199 8 212 0.00984971211575 0.0196994242315 2.79648241206 2.00658
XRCC5 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
TBR1 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
SF1 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
SATB2 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
RNF139 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
PTRF 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
POU3F4 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
KDM2A 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
KCNC1 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
GUCY1A2 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
GDF2 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
CXorf57 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
CSNK1D 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
CHD5 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
ARHGEF1 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
AP2B1 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
ADAM11 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
PTPRT 36 184 19 201 0.010216594827 0.020433189654 2.06979405034 1.99069
TNPO1 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
TMPRSS11D 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
SASS6 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
RING1 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
PCDHAC2 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
OLFML2A 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
NCAM2 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
MVK 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
LRRTM4 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
KCNA4 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
ANO3 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
TNR 28 192 13 207 0.0103599205474 0.0207198410948 2.32211538462 1.98464
